"Airline","Source","Destination","Flight_Duration","Total_Stops","Additional_Info","Day_of_Journey","Month_of_Journey","Year_of_Journey","Price"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","13377","27","6","2019"
"IndiGo","Banglore","New Delhi","290.0","1.0","No info","5694","21","3","2019"
"Air India","Kolkata","Banglore","1320.0","2.0","No info","15107","21","5","2019"
"Air India","Delhi","Cochin","1215.0","1.0","No info","11260","3","9","2019"
"Air India","Delhi","Cochin","675.0","1.0","No info","9929","27","5","2019"
"Air India","Delhi","Cochin","765.0","1.0","No info","5642","21","3","2019"
"Multiple carriers","Delhi","Cochin","750.0","1.0","No info","15078","5","9","2019"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","13377","6","12","2019"
"Air India","Kolkata","Banglore","1035.0","2.0","No info","16057","15","5","2019"
"Jet Airways","Banglore","New Delhi","300.0","1.0","No info","12284","18","3","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","18","3","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","No info","17703","3","3","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","6","3","2019"
"Air India","Kolkata","Banglore","445.0","2.0","No info","5562","4","1","2019"
"IndiGo","Delhi","Cochin","355.0","1.0","No info","13790","3","6","2019"
"Jet Airways","Kolkata","Banglore","945.0","1.0","In-flight meal not included","8586","5","1","2019"
"Multiple carriers","Delhi","Cochin","690.0","1.0","No info","11264","27","5","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","9663","5","12","2019"
"IndiGo","Delhi","Cochin","750.0","1.0","No info","6416","6","6","2019"
"IndiGo","Delhi","Cochin","300.0","1.0","No info","7725","3","9","2019"
"Jet Airways","Delhi","Cochin","1320.0","2.0","No info","13376","6","1","2019"
"Jet Airways","Kolkata","Banglore","1325.0","1.0","No info","14231","24","3","2019"
"Jet Airways","Delhi","Cochin","1015.0","1.0","No info","19828","3","3","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","8040","27","3","2019"
"Air India","Banglore","New Delhi","165.0","0.0","No info","25913","3","1","2019"
"Jet Airways","Delhi","Cochin","600.0","1.0","No info","16079","21","5","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","4937","3","3","2019"
"Air India","Delhi","Cochin","865.0","2.0","No info","13039","27","6","2019"
"Jet Airways","Kolkata","Banglore","1080.0","1.0","In-flight meal not included","9314","5","1","2019"
"SpiceJet","Delhi","Cochin","295.0","1.0","No info","4957","27","6","2019"
"Multiple carriers","Delhi","Cochin","450.0","1.0","No info","14973","3","3","2019"
"Jet Airways","Kolkata","Banglore","475.0","1.0","No info","14571","6","9","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","5224","5","6","2019"
"Multiple carriers","Delhi","Cochin","585.0","1.0","No info","11622","24","6","2019"
"GoAir","Banglore","Delhi","165.0","0.0","No info","3419","27","5","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","In-flight meal not included","13344","6","1","2019"
"IndiGo","Delhi","Cochin","570.0","1.0","No info","6316","6","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4392","21","6","2019"
"Jet Airways","Delhi","Cochin","900.0","2.0","No info","16704","18","5","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","In-flight meal not included","8529","6","12","2019"
"Jet Airways","Delhi","Cochin","1460.0","2.0","No info","14300","6","12","2019"
"Multiple carriers","Delhi","Cochin","750.0","1.0","No info","7198","27","5","2019"
"Jet Airways","Delhi","Cochin","1480.0","2.0","No info","14300","6","12","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","No info","7229","4","3","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No check-in baggage included","3841","6","9","2019"
"Jet Airways","Banglore","Delhi","165.0","0.0","In-flight meal not included","4030","5","1","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","16079","21","5","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","27","5","2019"
"IndiGo","Delhi","Cochin","295.0","1.0","No info","6842","6","3","2019"
"Vistara","Banglore","New Delhi","165.0","0.0","No info","6138","24","3","2019"
"Jet Airways","Kolkata","Banglore","520.0","1.0","No info","12576","6","12","2019"
"Jet Airways","Kolkata","Banglore","1730.0","1.0","No info","13067","5","12","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","No info","9358","5","6","2019"
"Jet Airways","Kolkata","Banglore","1215.0","1.0","In-flight meal not included","8586","5","9","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","5176","4","6","2019"
"Air India","Delhi","Cochin","765.0","1.0","No info","7480","15","6","2019"
"Air India","Kolkata","Banglore","1840.0","2.0","No info","12723","6","6","2019"
"Air India","Kolkata","Banglore","245.0","1.0","No info","5793","4","1","2019"
"Multiple carriers","Delhi","Cochin","615.0","1.0","No info","14848","6","12","2019"
"Air India","Delhi","Cochin","2295.0","2.0","No info","10493","15","5","2019"
"Jet Airways","Kolkata","Banglore","1295.0","1.0","No info","11467","5","9","2019"
"Air India","Delhi","Cochin","925.0","1.0","No info","9719","27","5","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No info","3873","15","4","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","4862","21","3","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No info","3971","4","3","2019"
"Jet Airways","Banglore","New Delhi","1365.0","1.0","In-flight meal not included","7832","21","3","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No info","3625","21","5","2019"
"Vistara","Kolkata","Banglore","1550.0","1.0","No info","8610","5","1","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","14486","21","3","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No check-in baggage included","3841","5","9","2019"
"Jet Airways","Kolkata","Banglore","875.0","1.0","No info","13941","5","9","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","5","12","2019"
"Air India","Kolkata","Banglore","760.0","2.0","No info","12009","5","1","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No info","3597","21","6","2019"
"Multiple carriers","Delhi","Cochin","575.0","1.0","No info","21226","3","3","2019"
"Jet Airways","Delhi","Cochin","1040.0","1.0","In-flight meal not included","10577","6","9","2019"
"Air Asia","Kolkata","Banglore","710.0","1.0","No info","5320","5","12","2019"
"IndiGo","Banglore","New Delhi","175.0","0.0","No info","6860","21","3","2019"
"SpiceJet","Mumbai","Hyderabad","85.0","0.0","No info","1759","21","3","2019"
"Jet Airways","Delhi","Cochin","1015.0","1.0","No info","12242","27","3","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No check-in baggage included","3841","6","3","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","In-flight meal not included","3502","27","5","2019"
"Jet Airways","Kolkata","Banglore","570.0","1.0","In-flight meal not included","10844","5","9","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4174","4","9","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","In-flight meal not included","5608","6","9","2019"
"IndiGo","Kolkata","Banglore","295.0","1.0","No info","9376","24","5","2019"
"Jet Airways","Kolkata","Banglore","1150.0","1.0","No info","13584","5","6","2019"
"Multiple carriers","Delhi","Cochin","645.0","1.0","No info","7354","24","6","2019"
"Jet Airways","Kolkata","Banglore","1335.0","1.0","In-flight meal not included","10844","5","12","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","No info","14388","5","12","2019"
"Jet Airways","Kolkata","Banglore","635.0","1.0","No info","14781","18","5","2019"
"Air India","Delhi","Cochin","435.0","2.0","No info","9653","27","5","2019"
"Jet Airways","Delhi","Cochin","1105.0","1.0","In-flight meal not included","10262","6","9","2019"
"IndiGo","Delhi","Cochin","940.0","1.0","No info","6674","6","6","2019"
"IndiGo","Delhi","Cochin","455.0","1.0","No info","7663","3","3","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No check-in baggage included","4319","18","4","2019"
"Jet Airways","Delhi","Cochin","1005.0","1.0","In-flight meal not included","12373","18","5","2019"
"Jet Airways","Delhi","Cochin","335.0","1.0","No info","12242","4","9","2019"
"Jet Airways","Delhi","Cochin","660.0","1.0","No info","16289","27","5","2019"
"GoAir","Banglore","Delhi","165.0","0.0","No info","3419","6","3","2019"
"Jet Airways","Kolkata","Banglore","475.0","1.0","In-flight meal not included","7851","4","1","2019"
"Jet Airways","Banglore","New Delhi","570.0","1.0","No info","12284","18","3","2019"
"IndiGo","Delhi","Cochin","345.0","1.0","No info","6386","15","6","2019"
"Jet Airways","Delhi","Cochin","1760.0","2.0","No info","15339","27","6","2019"
"SpiceJet","Mumbai","Hyderabad","90.0","0.0","No info","2017","5","12","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","No info","16274","18","5","2019"
"IndiGo","Delhi","Cochin","280.0","1.0","No info","5947","21","3","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","8040","21","3","2019"
"Jet Airways","Delhi","Cochin","1615.0","2.0","In-flight meal not included","10368","6","12","2019"
"Air India","Delhi","Cochin","1590.0","1.0","No info","8907","18","5","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4049","6","6","2019"
"Air India","Banglore","New Delhi","165.0","0.0","No info","8588","3","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","27","5","2019"
"IndiGo","Banglore","Delhi","180.0","0.0","No info","3943","5","6","2019"
"Air Asia","Banglore","Delhi","170.0","0.0","No info","4483","5","3","2019"
"Air India","Kolkata","Banglore","1830.0","2.0","No info","10151","21","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3419","18","6","2019"
"Air India","Delhi","Cochin","1245.0","2.0","No info","13486","18","5","2019"
"Vistara","Kolkata","Banglore","1350.0","1.0","No info","8610","6","9","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","3898","15","6","2019"
"Air India","Kolkata","Banglore","1560.0","2.0","No info","15187","24","3","2019"
"IndiGo","Delhi","Cochin","985.0","2.0","No info","10278","3","1","2019"
"IndiGo","Delhi","Cochin","560.0","1.0","No info","6442","15","4","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","In-flight meal not included","13344","6","3","2019"
"Air India","Banglore","New Delhi","1475.0","1.0","No info","5521","15","3","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3597","27","5","2019"
"Air India","Banglore","New Delhi","1330.0","1.0","No info","11077","3","9","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","No info","6673","27","3","2019"
"Air India","Delhi","Cochin","1560.0","2.0","No info","12392","6","9","2019"
"Air India","Mumbai","Hyderabad","965.0","1.0","No info","10366","3","6","2019"
"Air India","Delhi","Cochin","2280.0","3.0","No info","10703","15","6","2019"
"Air India","Delhi","Cochin","795.0","1.0","No info","7174","5","9","2019"
"Jet Airways","Banglore","New Delhi","640.0","1.0","In-flight meal not included","11087","18","3","2019"
"Air Asia","Banglore","Delhi","170.0","0.0","No info","3383","27","4","2019"
"Air India","Kolkata","Banglore","970.0","2.0","No info","14960","6","6","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","No info","11467","5","1","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","6673","27","3","2019"
"Air India","Mumbai","Hyderabad","90.0","0.0","No info","3100","27","6","2019"
"Jet Airways","Banglore","New Delhi","625.0","1.0","No info","16736","3","6","2019"
"Air India","Delhi","Cochin","765.0","1.0","No info","5117","4","1","2019"
"Jet Airways","Delhi","Cochin","1925.0","2.0","No info","11093","21","3","2019"
"GoAir","Kolkata","Banglore","495.0","1.0","No info","6354","6","9","2019"
"Air India","Delhi","Cochin","180.0","0.0","No info","5674","18","3","2019"
"Jet Airways","Delhi","Cochin","1125.0","2.0","In-flight meal not included","13029","27","5","2019"
"Jet Airways","Delhi","Cochin","1760.0","2.0","No info","12819","24","6","2019"
"Air India","Banglore","New Delhi","1900.0","2.0","No info","14143","3","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","5740","18","4","2019"
"GoAir","Banglore","New Delhi","175.0","0.0","No info","7646","3","3","2019"
"Air India","Delhi","Cochin","1730.0","2.0","No info","13591","5","9","2019"
"Air India","Mumbai","Hyderabad","75.0","0.0","No info","3100","6","1","2019"
"Jet Airways","Delhi","Cochin","1100.0","1.0","In-flight meal not included","5406","4","1","2019"
"Jet Airways","Kolkata","Banglore","735.0","1.0","No info","14388","5","6","2019"
"IndiGo","Chennai","Kolkata","145.0","0.0","No info","6297","3","9","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","5","12","2019"
"Jet Airways","Delhi","Cochin","1995.0","2.0","No info","20694","3","6","2019"
"Air Asia","Banglore","Delhi","170.0","0.0","No info","4282","21","6","2019"
"Multiple carriers","Delhi","Cochin","840.0","1.0","No info","13727","18","5","2019"
"Multiple carriers","Delhi","Cochin","470.0","1.0","No info","8614","15","6","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","No info","7363","21","3","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","11281","15","5","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","4340","18","5","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4778","3","9","2019"
"Jet Airways","Delhi","Cochin","1505.0","1.0","In-flight meal not included","12898","27","5","2019"
"IndiGo","Delhi","Cochin","455.0","1.0","No info","6442","15","4","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","14714","24","6","2019"
"Multiple carriers","Delhi","Cochin","555.0","1.0","No info","8018","27","6","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4145","5","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4784","5","9","2019"
"Air India","Banglore","New Delhi","480.0","1.0","No info","11707","3","12","2019"
"SpiceJet","Kolkata","Banglore","150.0","0.0","No check-in baggage included","3815","21","3","2019"
"Air India","Banglore","New Delhi","920.0","1.0","No info","21130","3","1","2019"
"Jet Airways","Delhi","Cochin","350.0","1.0","No info","17024","3","6","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No info","3873","21","6","2019"
"Jet Airways","Kolkata","Banglore","1570.0","1.0","No info","14151","6","6","2019"
"IndiGo","Kolkata","Banglore","160.0","0.0","No info","4804","18","6","2019"
"Jet Airways","Delhi","Cochin","1280.0","1.0","In-flight meal not included","12898","27","5","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4284","5","3","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","21","4","2019"
"IndiGo","Banglore","New Delhi","290.0","1.0","No info","6114","15","3","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","14848","27","6","2019"
"IndiGo","Delhi","Cochin","645.0","1.0","No info","13611","3","6","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","8016","6","12","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","No info","14571","6","9","2019"
"Jet Airways","Delhi","Cochin","600.0","1.0","In-flight meal not included","10675","27","5","2019"
"IndiGo","Delhi","Cochin","415.0","1.0","No info","6794","21","5","2019"
"Jet Airways","Delhi","Cochin","1110.0","1.0","In-flight meal not included","6540","27","3","2019"
"Vistara","Banglore","New Delhi","160.0","0.0","No info","7240","3","9","2019"
"Air India","Delhi","Cochin","1210.0","2.0","No info","8839","15","6","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No info","3873","6","6","2019"
"Air India","Delhi","Cochin","1395.0","2.0","No info","11596","6","6","2019"
"Air India","Delhi","Cochin","675.0","1.0","No info","7199","21","3","2019"
"Jet Airways","Delhi","Cochin","330.0","1.0","In-flight meal not included","12898","6","1","2019"
"Multiple carriers","Delhi","Cochin","615.0","1.0","No info","12524","6","1","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","In-flight meal not included","10368","24","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","8040","15","3","2019"
"GoAir","Delhi","Cochin","540.0","1.0","No info","5135","4","3","2019"
"Air India","Banglore","New Delhi","980.0","1.0","No info","5626","3","9","2019"
"Air India","Delhi","Cochin","735.0","1.0","No info","15809","3","6","2019"
"IndiGo","Delhi","Cochin","380.0","1.0","No info","6412","27","6","2019"
"Jet Airways","Delhi","Cochin","440.0","2.0","No info","18804","6","1","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2227","4","1","2019"
"Multiple carriers","Delhi","Cochin","915.0","1.0","No info","6916","3","6","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3100","27","6","2019"
"Jet Airways","Kolkata","Banglore","330.0","1.0","No info","14388","5","6","2019"
"Multiple carriers","Delhi","Cochin","575.0","1.0","No info","12327","27","3","2019"
"Jet Airways","Delhi","Cochin","535.0","2.0","No info","13014","6","3","2019"
"Vistara","Banglore","Delhi","170.0","0.0","No info","5403","15","4","2019"
"Multiple carriers","Delhi","Cochin","740.0","1.0","No info","18228","3","9","2019"
"Jet Airways","Kolkata","Banglore","1430.0","1.0","In-flight meal not included","10844","6","6","2019"
"Jet Airways","Delhi","Cochin","1015.0","1.0","In-flight meal not included","13843","3","6","2019"
"SpiceJet","Banglore","New Delhi","175.0","0.0","No info","11690","3","1","2019"
"Vistara","Kolkata","Banglore","965.0","1.0","No info","8452","5","1","2019"
"Air India","Delhi","Cochin","1395.0","1.0","No info","8372","27","5","2019"
"Jet Airways","Delhi","Cochin","865.0","1.0","In-flight meal not included","10262","6","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","15","6","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","No info","14151","5","12","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","In-flight meal not included","4544","21","4","2019"
"Jet Airways","Kolkata","Banglore","1730.0","1.0","No info","12692","6","12","2019"
"Jet Airways","Delhi","Cochin","880.0","2.0","No info","17019","3","9","2019"
"IndiGo","Kolkata","Banglore","165.0","0.0","No info","6565","3","3","2019"
"GoAir","Delhi","Cochin","350.0","1.0","No info","5281","27","3","2019"
"Multiple carriers","Delhi","Cochin","545.0","1.0","No info","9646","6","9","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","3175","3","6","2019"
"Air India","Delhi","Cochin","1410.0","2.0","No info","9653","27","6","2019"
"Air India","Delhi","Cochin","520.0","1.0","No info","14777","3","6","2019"
"Multiple carriers","Delhi","Cochin","860.0","1.0","No info","7155","6","12","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3543","6","6","2019"
"IndiGo","Kolkata","Banglore","165.0","0.0","No info","4804","5","9","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","9304","3","3","2019"
"IndiGo","Banglore","Delhi","180.0","0.0","No info","3943","15","4","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","7060","6","1","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","5228","15","6","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No info","3597","24","6","2019"
"SpiceJet","Banglore","Delhi","175.0","0.0","No info","3971","4","3","2019"
"Multiple carriers","Delhi","Cochin","480.0","1.0","No info","13727","5","6","2019"
"Jet Airways","Kolkata","Banglore","1540.0","1.0","No info","12121","4","1","2019"
"Jet Airways","Delhi","Cochin","1425.0","1.0","In-flight meal not included","10262","6","3","2019"
"Jet Airways","Delhi","Cochin","1355.0","1.0","In-flight meal not included","10262","6","1","2019"
"Jet Airways","Delhi","Cochin","520.0","1.0","No info","14714","6","1","2019"
"Jet Airways","Delhi","Cochin","1420.0","2.0","In-flight meal not included","8834","21","3","2019"
"Multiple carriers","Delhi","Cochin","470.0","1.0","No info","9838","21","3","2019"
"IndiGo","Kolkata","Banglore","290.0","1.0","No info","4775","18","5","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","5","3","2019"
"Air India","Kolkata","Banglore","1840.0","2.0","No info","12723","15","5","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","5883","15","6","2019"
"Vistara","Kolkata","Banglore","1640.0","1.0","No info","9870","24","5","2019"
"Jet Airways","Delhi","Cochin","1415.0","1.0","In-flight meal not included","10262","6","3","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","No info","6513","6","9","2019"
"Air India","Kolkata","Banglore","1255.0","2.0","No info","15532","15","5","2019"
"Jet Airways","Delhi","Cochin","1210.0","1.0","No info","14714","6","6","2019"
"Vistara","Kolkata","Banglore","865.0","1.0","No info","9187","18","5","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","No info","7038","6","6","2019"
"Multiple carriers","Delhi","Cochin","420.0","1.0","No info","13587","6","6","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","8016","6","3","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4049","6","6","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","9536","3","6","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","No info","14571","24","5","2019"
"Jet Airways","Delhi","Cochin","440.0","2.0","In-flight meal not included","15812","6","6","2019"
"Air Asia","Delhi","Cochin","870.0","1.0","No info","8759","6","6","2019"
"Air India","Kolkata","Banglore","590.0","2.0","No info","10151","21","5","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","15","5","2019"
"IndiGo","Delhi","Cochin","480.0","1.0","No info","6104","24","6","2019"
"Air India","Kolkata","Banglore","150.0","0.0","No info","5510","5","6","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","6027","5","9","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No info","4174","21","5","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","6794","21","5","2019"
"Air India","Delhi","Cochin","1545.0","2.0","No info","15428","3","6","2019"
"Jet Airways","Kolkata","Banglore","1430.0","1.0","No info","14388","5","6","2019"
"IndiGo","Delhi","Cochin","630.0","1.0","No info","6896","21","5","2019"
"IndiGo","Banglore","New Delhi","175.0","0.0","No info","6144","21","3","2019"
"Jet Airways","Banglore","New Delhi","375.0","1.0","No info","19225","3","6","2019"
"Air India","Kolkata","Banglore","970.0","2.0","No info","13227","5","9","2019"
"Jet Airways","Delhi","Cochin","1380.0","2.0","No info","11664","27","3","2019"
"Jet Airways","Kolkata","Banglore","1400.0","1.0","In-flight meal not included","10844","5","12","2019"
"Jet Airways","Kolkata","Banglore","450.0","1.0","In-flight meal not included","7757","6","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","5","12","2019"
"Multiple carriers","Delhi","Cochin","840.0","1.0","No info","7618","27","5","2019"
"Jet Airways","Kolkata","Banglore","425.0","1.0","No info","14781","5","12","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4284","15","4","2019"
"Multiple carriers","Delhi","Cochin","735.0","1.0","No info","7740","6","6","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","3419","15","6","2019"
"Jet Airways","Kolkata","Banglore","1215.0","1.0","No info","13941","5","12","2019"
"Air India","Kolkata","Banglore","1625.0","2.0","No info","12723","6","9","2019"
"Jet Airways","Delhi","Cochin","1215.0","2.0","No info","14300","6","12","2019"
"Air India","Banglore","Delhi","165.0","0.0","No info","6121","5","3","2019"
"Jet Airways","Delhi","Cochin","705.0","1.0","No info","17549","3","9","2019"
"SpiceJet","Mumbai","Hyderabad","85.0","0.0","No info","1759","27","3","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","4423","5","12","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","4544","4","9","2019"
"Multiple carriers","Delhi","Cochin","660.0","1.0","No info","12402","6","3","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","9663","5","1","2019"
"Jet Airways","Kolkata","Banglore","1595.0","1.0","No info","12681","4","1","2019"
"Air India","Delhi","Cochin","1420.0","1.0","No info","5117","4","1","2019"
"Jet Airways","Delhi","Cochin","1415.0","1.0","In-flight meal not included","12898","21","5","2019"
"Jet Airways","Kolkata","Banglore","1545.0","1.0","No info","13941","5","6","2019"
"Jet Airways","Banglore","Delhi","165.0","0.0","In-flight meal not included","4030","21","5","2019"
"IndiGo","Mumbai","Hyderabad","85.0","0.0","No info","17501","3","1","2019"
"Jet Airways","Kolkata","Banglore","1155.0","1.0","In-flight meal not included","8529","6","12","2019"
"Multiple carriers","Delhi","Cochin","930.0","1.0","No info","8073","15","5","2019"
"Air India","Delhi","Cochin","1470.0","2.0","No info","11942","5","9","2019"
"Jet Airways","Delhi","Cochin","800.0","2.0","No info","11702","21","3","2019"
"IndiGo","Delhi","Cochin","455.0","1.0","No info","6442","6","3","2019"
"IndiGo","Kolkata","Banglore","165.0","0.0","No info","4804","24","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4823","4","1","2019"
"Multiple carriers","Delhi","Cochin","610.0","1.0","No info","10877","6","12","2019"
"Air India","Kolkata","Banglore","1830.0","2.0","No info","10151","6","9","2019"
"Air India","Delhi","Cochin","170.0","0.0","No info","5201","21","6","2019"
"Jet Airways","Kolkata","Banglore","505.0","1.0","No info","13067","15","5","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","24","3","2019"
"Air India","Kolkata","Banglore","745.0","1.0","No info","8366","15","5","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","In-flight meal not included","10844","21","5","2019"
"Vistara","Banglore","Delhi","155.0","0.0","No info","4878","18","6","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","10231","21","5","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","No info","13292","15","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","6","12","2019"
"Air India","Delhi","Cochin","180.0","0.0","No info","5201","6","12","2019"
"Jet Airways","Delhi","Cochin","535.0","2.0","In-flight meal not included","10368","6","1","2019"
"Vistara","Kolkata","Banglore","1350.0","1.0","No info","8820","6","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","4160","18","3","2019"
"Air India","Kolkata","Banglore","545.0","1.0","No info","8891","15","5","2019"
"Jet Airways","Kolkata","Banglore","1285.0","1.0","In-flight meal not included","10539","6","6","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No info","3971","4","1","2019"
"IndiGo","Delhi","Cochin","810.0","1.0","No info","6093","27","6","2019"
"Multiple carriers","Delhi","Cochin","385.0","1.0","No info","8266","15","5","2019"
"Air India","Delhi","Cochin","1255.0","1.0","No info","7480","18","5","2019"
"Jet Airways","Delhi","Cochin","610.0","1.0","In-flight meal not included","10262","6","1","2019"
"Air India","Delhi","Cochin","1590.0","1.0","No info","8907","6","12","2019"
"Multiple carriers","Delhi","Cochin","615.0","1.0","No info","11789","27","6","2019"
"Multiple carriers","Delhi","Cochin","440.0","1.0","No info","15135","3","3","2019"
"Multiple carriers","Delhi","Cochin","645.0","1.0","No info","7887","18","5","2019"
"IndiGo","Delhi","Cochin","425.0","1.0","No info","6818","15","5","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","6482","3","9","2019"
"Multiple carriers","Delhi","Cochin","720.0","1.0","No info","7888","21","5","2019"
"Jet Airways","Kolkata","Banglore","1220.0","1.0","No info","13759","24","3","2019"
"Jet Airways","Delhi","Cochin","660.0","1.0","In-flight meal not included","10262","27","6","2019"
"Jet Airways","Delhi","Cochin","830.0","2.0","No info","13376","6","9","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","No info","10197","15","5","2019"
"Multiple carriers","Delhi","Cochin","470.0","1.0","No info","7997","18","5","2019"
"Air India","Delhi","Cochin","965.0","1.0","No info","5117","4","3","2019"
