Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day_of_Journey,Flight_Duration,Month_of_Journey
3,2,2,1.0,1,13941,9.0,0.4590330417537494,5.0
2,2,2,2.0,1,12009,1.0,0.22127420893056693,5.0
4,4,4,0.0,1,3597,21.0,-1.0708933607606426,6.0
5,3,3,1.0,1,21226,3.0,-0.16120739169803106,3.0
3,3,3,1.0,2,10577,9.0,0.8001652801522288,6.0
8,2,2,1.0,1,5320,12.0,0.11790080335527017,5.0
1,1,1,0.0,1,6860,21.0,-0.988194636300405,3.0
4,5,6,0.0,1,1759,21.0,-1.1742667663359392,3.0
3,3,3,1.0,1,12242,27.0,0.7484785773645803,3.0
4,2,2,0.0,3,3841,3.0,-1.0605560202031128,6.0
3,1,5,0.0,2,3502,27.0,-0.988194636300405,5.0
3,2,2,1.0,2,10844,9.0,-0.17154473225556074,5.0
1,2,2,0.0,1,4174,9.0,-1.0192066579729941,4.0
3,2,2,1.0,2,5608,9.0,-0.450652927308862,6.0
1,2,2,1.0,1,9376,24.0,-0.7400984629196928,5.0
3,2,2,1.0,1,13584,6.0,1.0275867724178815,5.0
5,3,3,1.0,1,7354,24.0,-0.016484623892615607,6.0
3,2,2,1.0,2,10844,12.0,1.4100683730464796,5.0
3,2,2,1.0,1,14388,12.0,0.30397293339080433,5.0
3,2,2,1.0,1,14781,18.0,-0.037159305007674955,5.0
2,3,3,2.0,1,9653,27.0,-0.450652927308862,5.0
3,3,3,1.0,2,10262,9.0,0.9345507074001145,6.0
1,3,3,1.0,1,6674,6.0,0.5934184690016352,6.0
1,3,3,1.0,1,7663,3.0,-0.40930356507874327,3.0
4,1,5,0.0,3,4319,18.0,-1.0192066579729941,4.0
3,3,3,1.0,2,12373,18.0,0.727803896249521,5.0
3,3,3,1.0,1,12242,9.0,-0.6573997384594554,4.0
3,3,3,1.0,1,16289,27.0,0.014527397779973418,5.0
6,1,5,0.0,1,3419,3.0,-1.0088693174154644,6.0
3,2,2,1.0,2,7851,1.0,-0.36795420284862457,4.0
1,3,3,1.0,1,6386,15.0,-0.6367250573443961,6.0
3,3,3,2.0,1,15339,27.0,2.2887423204365023,6.0
3,3,3,2.0,1,16274,18.0,-0.4713276084239213,5.0
1,3,3,1.0,1,5947,21.0,-0.7711104845922819,3.0
3,5,6,0.0,1,8040,21.0,-1.1742667663359392,3.0
2,3,3,1.0,1,8907,18.0,1.937272741480493,5.0
1,5,6,0.0,1,4049,6.0,-1.1639294257784096,6.0
2,1,1,0.0,1,8588,3.0,-1.0088693174154644,3.0
1,1,5,0.0,1,3943,6.0,-0.9778572957428754,5.0
8,1,5,0.0,1,4483,3.0,-0.9985319768579347,5.0
2,2,2,2.0,1,10151,21.0,2.4334650882419178,5.0
2,3,3,2.0,1,13486,18.0,1.2239962430109455,5.0
7,2,2,1.0,1,8610,9.0,1.4410803947190687,6.0
6,1,5,0.0,1,3898,15.0,-0.9985319768579347,6.0
2,2,2,2.0,1,15187,24.0,1.875248698135315,3.0
1,3,3,2.0,1,10278,1.0,0.6864545340194023,3.0
1,3,3,1.0,1,6442,15.0,-0.1922194133706201,4.0
3,3,3,2.0,2,13344,3.0,-0.4713276084239213,6.0
2,1,1,1.0,1,5521,15.0,1.6995139086573106,3.0
2,1,1,1.0,1,11077,9.0,1.3997310324889498,3.0
5,3,3,1.0,1,6673,27.0,-0.40930356507874327,3.0
2,3,3,2.0,1,12392,9.0,1.875248698135315,6.0
2,5,6,1.0,1,10366,6.0,0.6451051717892836,3.0
2,3,3,0.8494545454545455,1,10703,15.0,0.0,6.0
2,3,3,1.0,1,7174,9.0,0.2936355928332747,5.0
3,1,1,1.0,2,11087,18.0,-0.026821964450145282,3.0
8,1,5,0.0,1,3383,27.0,-0.9985319768579347,4.0
2,2,2,2.0,1,14960,6.0,0.6554425123468133,6.0
3,2,2,1.0,1,11467,1.0,0.30397293339080433,5.0
5,3,3,1.0,1,6673,27.0,-0.543688992326629,3.0
2,5,6,0.0,1,3100,27.0,-1.1639294257784096,6.0
2,3,3,1.0,1,5117,1.0,0.2316115494880966,4.0
3,3,3,2.0,1,11093,21.0,2.6298745588349814,3.0
6,2,2,1.0,1,6354,9.0,-0.32660484061850587,6.0
2,3,3,0.0,1,5674,18.0,-0.9778572957428754,3.0
3,3,3,2.0,2,13029,27.0,0.9759000696302332,5.0
2,1,1,2.0,1,14143,6.0,2.5781878560473332,3.0
1,1,5,0.0,1,5740,18.0,-0.9985319768579347,4.0
6,1,1,0.0,1,7646,3.0,-0.988194636300405,3.0
2,3,3,2.0,1,13591,9.0,2.226718277091324,5.0
2,5,6,0.0,1,3100,1.0,-1.1949414474509985,6.0
3,3,3,1.0,2,5406,1.0,0.9242133668425848,4.0
3,2,2,1.0,1,14388,6.0,0.16958750614291854,5.0
1,4,4,0.0,1,6297,9.0,-1.050218679645583,3.0
3,1,5,0.0,1,7229,12.0,-0.9778572957428754,5.0
3,3,3,2.0,1,20694,6.0,2.774597326640397,3.0
8,1,5,0.0,1,4282,21.0,-0.9985319768579347,6.0
5,3,3,1.0,1,13727,18.0,0.38667165785104174,5.0
5,3,3,1.0,1,8614,15.0,-0.37829154340615423,6.0
5,3,3,1.0,1,7363,21.0,-0.40930356507874327,3.0
2,3,3,2.0,1,11281,15.0,1.2860202863561234,5.0
6,1,5,0.0,1,4340,18.0,-0.9985319768579347,5.0
1,2,2,0.0,1,4778,9.0,-1.0192066579729941,3.0
3,3,3,1.0,2,12898,27.0,1.7615379520024885,5.0
1,3,3,1.0,1,6442,15.0,-0.40930356507874327,4.0
3,3,3,1.0,1,14714,24.0,-0.41964090563627293,6.0
5,3,3,1.0,1,8018,27.0,-0.20255675392814976,6.0
2,2,2,0.0,1,4145,6.0,-1.0295439985305237,5.0
1,5,6,0.0,1,4784,9.0,-1.1639294257784096,5.0
2,1,1,1.0,1,11707,12.0,-0.3576168622910949,3.0
4,2,2,0.0,3,3815,21.0,-1.0398813390880535,3.0
2,1,1,1.0,1,21130,1.0,0.5520691067715165,3.0
3,3,3,1.0,1,17024,6.0,-0.6263877167868664,3.0
4,2,2,0.0,1,3873,21.0,-1.050218679645583,6.0
3,2,2,1.0,1,14151,6.0,1.8959233792503742,6.0
1,2,2,0.0,1,4804,18.0,-1.0192066579729941,6.0
3,3,3,1.0,2,12898,27.0,1.2963576269136532,5.0
1,1,5,0.0,1,4284,3.0,-0.9985319768579347,5.0
3,1,5,0.0,1,7229,21.0,-0.9778572957428754,4.0
1,1,1,1.0,1,6114,15.0,-0.7504358034772225,3.0
5,3,3,1.0,1,14848,27.0,-0.3886288839636839,6.0
1,3,3,1.0,1,13611,6.0,-0.016484623892615607,3.0
3,3,3,1.0,2,10675,27.0,-0.10952068891038269,5.0
1,3,3,1.0,1,6794,21.0,-0.4920022895389807,5.0
3,3,3,1.0,2,6540,27.0,0.9448880479576441,3.0
7,1,1,0.0,1,7240,9.0,-1.0192066579729941,3.0
2,3,3,2.0,1,8839,15.0,1.1516348591082377,6.0
4,2,2,0.0,1,3873,6.0,-1.050218679645583,6.0
2,3,3,2.0,1,11596,6.0,1.5341164597368357,6.0
2,3,3,1.0,1,7199,21.0,0.045539419452562444,3.0
3,3,3,1.0,2,12898,1.0,-0.6677370790169851,6.0
5,3,3,1.0,1,12524,1.0,-0.07850866723779366,6.0
3,3,3,2.0,2,10368,24.0,1.4927670975067169,6.0
3,5,6,0.0,1,8040,15.0,-1.1639294257784096,3.0
6,3,3,1.0,1,5135,3.0,-0.2335687756007388,4.0
2,1,1,1.0,1,5626,9.0,0.6761171934618726,3.0
2,3,3,1.0,1,15809,6.0,0.16958750614291854,3.0
1,3,3,1.0,1,6412,27.0,-0.5643636734416884,6.0
3,3,3,2.0,1,18804,1.0,-0.4403155867513323,6.0
1,5,6,0.0,1,2227,1.0,-1.1639294257784096,4.0
5,3,3,1.0,1,6916,6.0,0.5417317662139869,3.0
2,5,6,0.0,1,3100,27.0,-1.184604106893469,6.0
3,2,2,1.0,1,14388,6.0,-0.6677370790169851,5.0
5,3,3,1.0,1,12327,27.0,-0.16120739169803106,3.0
3,3,3,2.0,1,13014,3.0,-0.24390611615826846,6.0
7,1,5,0.0,1,5403,15.0,-0.9985319768579347,4.0
5,3,3,1.0,1,18228,9.0,0.17992484670044823,3.0
3,2,2,1.0,2,10844,6.0,1.6064778436395435,6.0
3,3,3,1.0,2,13843,6.0,0.7484785773645803,3.0
4,1,1,0.0,1,11690,1.0,-0.988194636300405,3.0
7,2,2,1.0,1,8452,1.0,0.6451051717892836,5.0
2,3,3,1.0,1,8372,27.0,1.5341164597368357,5.0
3,3,3,1.0,2,10262,6.0,0.4383583606386901,6.0
3,5,6,0.0,1,5678,15.0,-1.1639294257784096,6.0
3,2,2,1.0,1,14151,12.0,0.30397293339080433,5.0
3,1,5,0.0,2,4544,21.0,-0.9675199551853457,4.0
3,2,2,1.0,1,12692,12.0,2.226718277091324,6.0
3,3,3,2.0,1,17019,9.0,0.46937038231127914,3.0
1,2,2,0.0,1,6565,3.0,-1.0088693174154644,3.0
6,3,3,1.0,1,5281,27.0,-0.6263877167868664,3.0
5,3,3,1.0,1,9646,9.0,-0.2232314350432091,6.0
1,5,6,0.0,1,3175,6.0,-1.1639294257784096,3.0
2,3,3,2.0,1,9653,27.0,1.5651284814094246,6.0
2,3,3,1.0,1,14777,6.0,-0.2749181378308575,3.0
5,3,3,1.0,1,7155,12.0,0.42802102008116044,6.0
4,4,4,0.0,3,3543,6.0,-1.0708933607606426,6.0
1,2,2,0.0,1,4804,9.0,-1.0088693174154644,5.0
1,3,3,1.0,1,9304,3.0,-0.6884117601320445,3.0
1,1,5,0.0,1,3943,15.0,-0.9778572957428754,4.0
1,3,3,1.0,1,7060,1.0,-0.6884117601320445,6.0
2,1,5,0.0,1,5228,15.0,-0.9985319768579347,6.0
4,4,4,0.0,1,3597,24.0,-1.0708933607606426,6.0
4,1,5,0.0,1,3971,3.0,-0.988194636300405,4.0
5,3,3,1.0,1,13727,6.0,-0.3576168622910949,5.0
3,2,2,1.0,1,12121,1.0,1.8338993359051963,4.0
3,3,3,1.0,2,10262,3.0,1.5961405030820137,6.0
3,3,3,1.0,2,10262,1.0,1.4514177352765982,6.0
3,3,3,1.0,1,14714,1.0,-0.2749181378308575,6.0
3,3,3,2.0,2,8834,21.0,1.585803162524484,3.0
5,3,3,1.0,1,9838,21.0,-0.37829154340615423,3.0
1,2,2,1.0,1,4775,18.0,-0.7504358034772225,5.0
2,2,2,2.0,1,12723,15.0,2.454139769356977,5.0
1,3,3,1.0,1,5883,15.0,0.5003824039838681,6.0
7,2,2,1.0,1,9870,24.0,2.04064614705579,5.0
3,3,3,1.0,2,10262,3.0,1.5754658219669544,6.0
5,3,3,1.0,1,6513,9.0,-0.2335687756007388,6.0
2,2,2,2.0,1,15532,15.0,1.2446709241260048,5.0
3,3,3,1.0,1,14714,6.0,1.1516348591082377,6.0
7,2,2,1.0,1,9187,18.0,0.4383583606386901,5.0
5,3,3,1.0,1,7038,6.0,-0.40930356507874327,6.0
5,3,3,1.0,1,13587,6.0,-0.481664948981451,6.0
3,5,6,0.0,1,9536,6.0,-1.1742667663359392,3.0
3,2,2,1.0,1,14571,24.0,-0.13019537002544204,5.0
3,3,3,2.0,2,15812,6.0,-0.4403155867513323,6.0
8,3,3,1.0,1,8759,6.0,0.44869570119621977,6.0
2,2,2,2.0,1,10151,21.0,-0.13019537002544204,5.0
1,3,3,1.0,1,6104,24.0,-0.3576168622910949,6.0
2,2,2,0.0,1,5510,6.0,-1.0398813390880535,5.0
1,3,3,1.0,1,6027,9.0,-0.6884117601320445,5.0
4,2,2,0.0,1,4174,21.0,-1.050218679645583,5.0
1,3,3,1.0,1,6794,21.0,0.5003824039838681,5.0
2,3,3,2.0,1,15428,6.0,1.8442366764627258,3.0
3,2,2,1.0,1,14388,6.0,1.6064778436395435,5.0
1,3,3,1.0,1,6896,21.0,-0.04749664556520463,5.0
1,1,1,0.0,1,6144,21.0,-0.988194636300405,3.0
2,2,2,2.0,1,13227,9.0,0.6554425123468133,5.0
3,2,2,1.0,2,10844,12.0,1.5444538002943653,5.0
3,2,2,1.0,2,7757,6.0,-0.41964090563627293,6.0
1,5,6,0.0,1,2754,12.0,-1.1639294257784096,5.0
5,3,3,1.0,1,7618,27.0,0.38667165785104174,5.0
3,2,2,1.0,1,14781,12.0,-0.4713276084239213,5.0
1,1,5,0.0,1,4284,15.0,-0.988194636300405,4.0
5,3,3,1.0,1,7740,6.0,0.16958750614291854,6.0
1,1,5,0.0,1,3419,15.0,-1.0088693174154644,6.0
3,2,2,1.0,1,13941,12.0,1.1619721996657673,5.0
2,2,2,2.0,1,12723,9.0,2.009634125383201,6.0
3,3,3,2.0,1,14300,12.0,1.1619721996657673,6.0
2,1,5,0.0,1,6121,3.0,-1.0088693174154644,5.0
3,3,3,1.0,1,17549,9.0,0.1075634627977405,3.0
4,5,6,0.0,1,1759,27.0,-1.1742667663359392,3.0
1,1,5,0.0,1,4423,12.0,-1.0088693174154644,5.0
3,1,5,0.0,2,4544,9.0,-0.9778572957428754,4.0
5,3,3,1.0,1,12402,3.0,0.014527397779973418,6.0
3,2,2,1.0,2,9663,1.0,1.7408632708874292,5.0
3,2,2,1.0,1,12681,1.0,1.9476100820380227,4.0
2,3,3,1.0,1,5117,1.0,1.585803162524484,4.0
3,3,3,1.0,2,12898,21.0,1.5754658219669544,5.0
3,2,2,1.0,1,13941,6.0,1.8442366764627258,5.0
3,1,5,0.0,2,4030,21.0,-1.0088693174154644,5.0
1,5,6,0.0,1,17501,1.0,-1.1742667663359392,3.0
3,2,2,1.0,2,8529,12.0,1.0379241129754113,6.0
5,3,3,1.0,1,8073,15.0,0.5727437878865759,5.0
2,3,3,2.0,1,11942,9.0,1.6891765680997808,5.0
3,3,3,2.0,1,11702,21.0,0.30397293339080433,3.0
1,3,3,1.0,1,6442,3.0,-0.40930356507874327,6.0
1,2,2,0.0,1,4804,24.0,-1.0088693174154644,6.0
5,3,3,1.0,1,10877,12.0,-0.08884600779532334,6.0
2,2,2,2.0,1,10151,9.0,2.4334650882419178,6.0
2,3,3,0.0,1,5201,21.0,-0.9985319768579347,6.0
3,2,2,1.0,1,13067,15.0,-0.3059301595034465,5.0
1,5,6,0.0,1,2754,24.0,-1.1639294257784096,3.0
2,2,2,1.0,1,8366,15.0,0.1902621872579779,5.0
3,2,2,1.0,2,10844,21.0,1.7408632708874292,5.0
7,1,5,0.0,1,4878,18.0,-1.0295439985305237,6.0
3,3,3,2.0,1,13292,15.0,1.4927670975067169,6.0
2,3,3,0.0,1,5201,12.0,-0.9778572957428754,6.0
3,3,3,2.0,2,10368,1.0,-0.24390611615826846,6.0
7,2,2,1.0,1,8820,6.0,1.4410803947190687,6.0
3,5,6,0.0,2,4160,18.0,-1.1639294257784096,3.0
2,2,2,1.0,1,8891,15.0,-0.2232314350432091,5.0
3,2,2,1.0,2,10539,6.0,1.3066949674711827,6.0
4,1,5,0.0,1,3971,1.0,-1.0192066579729941,4.0
1,3,3,1.0,1,6093,27.0,0.32464761450586366,6.0
5,3,3,1.0,1,8266,15.0,-0.5540263328841587,5.0
2,3,3,1.0,1,7480,18.0,1.2446709241260048,5.0
3,3,3,1.0,2,10262,1.0,-0.08884600779532334,6.0
2,3,3,1.0,1,8907,12.0,1.937272741480493,6.0
5,3,3,1.0,1,11789,27.0,-0.07850866723779366,6.0
5,3,3,1.0,1,15135,3.0,-0.4403155867513323,3.0
5,3,3,1.0,1,7887,18.0,-0.016484623892615607,5.0
1,3,3,1.0,1,6818,15.0,-0.4713276084239213,5.0
1,4,4,0.0,1,6482,9.0,-1.0605560202031128,3.0
5,3,3,1.0,1,7888,21.0,0.13857548447032952,5.0
3,2,2,1.0,1,13759,24.0,1.172309540223297,3.0
3,3,3,1.0,2,10262,27.0,0.014527397779973418,6.0
5,3,3,1.0,1,10197,15.0,-0.2335687756007388,5.0
5,3,3,1.0,1,7997,18.0,-0.37829154340615423,5.0
2,3,3,1.0,1,5117,3.0,0.6451051717892836,4.0
3,3,3,1.0,2,12373,9.0,-0.2335687756007388,5.0
5,3,3,1.0,1,6795,9.0,0.22127420893056693,6.0
3,1,5,0.0,2,7229,27.0,-0.9675199551853457,6.0
2,5,6,0.0,1,2575,24.0,-1.1639294257784096,3.0
2,2,2,1.0,1,7662,24.0,0.045539419452562444,5.0
2,2,2,1.0,1,8366,18.0,0.1902621872579779,5.0
3,2,2,1.0,2,10844,18.0,0.17992484670044823,5.0
1,4,4,0.0,1,3540,6.0,-1.050218679645583,6.0
5,3,3,1.0,1,16863,3.0,0.5830811284441055,3.0
2,1,5,0.0,1,6121,3.0,-0.9985319768579347,5.0
1,1,1,1.0,1,8434,9.0,-0.7194237818046335,3.0
3,2,2,1.0,1,14151,21.0,-0.5333516517690994,5.0
3,3,3,2.0,1,14441,6.0,-0.4713276084239213,6.0
6,1,5,0.0,1,3898,1.0,-0.9985319768579347,6.0
3,3,3,2.0,1,9483,9.0,0.32464761450586366,4.0
8,1,5,0.0,1,4282,12.0,-0.9985319768579347,4.0
3,3,3,2.0,1,16809,6.0,2.774597326640397,3.0
3,3,3,2.0,1,16704,9.0,1.523779119179306,5.0
6,1,5,0.0,1,3898,24.0,-0.988194636300405,6.0
3,1,1,1.0,1,11297,12.0,-0.543688992326629,3.0
1,2,2,0.0,1,5224,27.0,-1.0398813390880535,5.0
1,3,3,1.0,1,14871,3.0,-0.016484623892615607,3.0
2,3,3,1.0,1,7480,27.0,1.585803162524484,6.0
1,2,2,0.0,1,5224,3.0,-1.0295439985305237,5.0
5,3,3,1.0,2,6093,24.0,-0.2335687756007388,4.0
1,5,6,0.0,1,2754,27.0,-1.1639294257784096,6.0
1,5,6,0.0,1,2227,1.0,-1.1535920852208799,6.0
3,2,2,1.0,1,14781,6.0,0.1075634627977405,5.0
6,1,5,0.0,1,3898,1.0,-0.988194636300405,5.0
7,2,2,1.0,1,9397,24.0,0.5727437878865759,5.0
7,2,2,1.0,1,8452,12.0,2.0716581687283786,6.0
1,1,5,0.0,1,4591,3.0,-0.9985319768579347,4.0
1,2,2,1.0,1,5930,1.0,-0.6987491006895742,4.0
2,2,2,2.0,1,10991,6.0,0.4590330417537494,5.0
4,2,2,0.0,1,4622,3.0,-1.0192066579729941,3.0
1,1,5,0.0,1,4823,18.0,-0.9985319768579347,6.0
3,5,6,0.0,2,2228,18.0,-1.1639294257784096,3.0
3,2,2,1.0,2,10703,6.0,-0.5333516517690994,5.0
7,1,5,0.0,1,5613,3.0,-1.0295439985305237,5.0
3,2,2,1.0,1,13759,24.0,0.09722612224021082,3.0
1,1,5,0.0,1,3943,12.0,-0.9985319768579347,6.0
1,1,1,0.0,1,4944,21.0,-1.0088693174154644,3.0
3,3,3,1.0,2,10262,24.0,-0.7297611223621632,6.0
4,2,2,1.0,1,8479,6.0,-0.450652927308862,6.0
1,3,3,1.0,1,7514,3.0,-0.28525547838838716,6.0
2,3,3,0.0,1,6934,6.0,-0.9778572957428754,5.0
3,2,2,1.0,2,9663,12.0,0.7691532584796397,5.0
5,3,3,1.0,2,8085,21.0,0.014527397779973418,3.0
7,3,3,0.0,1,7266,9.0,-0.9571826146278161,3.0
1,3,3,1.0,1,6493,3.0,-0.6884117601320445,6.0
3,3,3,1.0,1,14714,27.0,-0.2335687756007388,6.0
5,3,3,1.0,1,7485,21.0,-0.543688992326629,5.0
3,3,3,1.0,2,10262,6.0,0.5624064473290462,6.0
7,1,1,0.0,1,4878,21.0,-1.0088693174154644,3.0
5,3,3,1.0,1,7198,12.0,-0.543688992326629,6.0
3,1,1,1.0,1,17261,6.0,0.6451051717892836,3.0
3,2,2,1.0,1,13044,12.0,0.16958750614291854,6.0
3,3,3,1.0,2,10262,27.0,1.813224654790137,6.0
5,3,3,1.0,1,8614,15.0,0.21093686837303724,6.0
3,3,3,1.0,1,12032,27.0,2.092332849843438,3.0
3,1,1,1.0,1,12284,18.0,-0.574701013999218,3.0
6,1,5,0.0,1,3419,27.0,-0.988194636300405,5.0
1,3,3,1.0,1,6528,21.0,-0.5850383545567478,3.0
3,3,3,1.0,2,9732,27.0,-0.41964090563627293,5.0
1,3,3,1.0,1,5761,15.0,-0.6884117601320445,4.0
2,2,2,2.0,1,12009,6.0,1.430743054161539,6.0
3,2,2,1.0,2,8586,18.0,1.937272741480493,5.0
4,1,5,0.0,3,3257,24.0,-1.0192066579729941,5.0
5,3,3,1.0,1,9021,9.0,-0.3886288839636839,5.0
3,3,3,1.0,2,10262,3.0,1.7615379520024885,6.0
2,5,6,2.0,1,13757,6.0,-0.1922194133706201,3.0
1,3,3,0.0,1,5895,15.0,-0.9675199551853457,3.0
3,2,2,1.0,2,9663,21.0,-0.1405327105829717,5.0
2,3,3,1.0,1,6587,9.0,1.8235619953476665,5.0
4,1,5,0.0,1,3311,6.0,-1.0192066579729941,5.0
4,3,3,1.0,1,6297,18.0,-0.6987491006895742,5.0
3,2,2,1.0,2,10844,12.0,1.7408632708874292,5.0
1,5,6,0.0,1,4049,27.0,-1.1639294257784096,5.0
4,4,4,0.0,1,3384,27.0,-1.0708933607606426,3.0
4,4,4,0.0,3,3859,6.0,-1.0708933607606426,5.0
2,3,3,2.0,1,11732,12.0,1.6891765680997808,6.0
5,3,3,1.0,1,12524,6.0,-0.07850866723779366,6.0
3,1,1,1.0,1,12284,18.0,-0.6780744195745149,3.0
3,3,3,1.0,2,10262,15.0,-0.06817132668026399,6.0
3,3,3,2.0,2,13344,24.0,-0.4713276084239213,6.0
3,1,5,0.0,1,7229,18.0,-0.9778572957428754,4.0
2,2,2,2.0,1,14960,12.0,1.5134417786217764,6.0
2,3,3,2.0,1,13381,12.0,1.7305259303298994,6.0
5,3,3,1.0,1,15147,6.0,0.2316115494880966,3.0
3,2,2,1.0,2,8586,6.0,1.3997310324889498,5.0
1,3,3,1.0,1,7054,6.0,-0.3369421811760355,5.0
8,2,2,0.0,1,4082,18.0,-1.0398813390880535,3.0
3,3,3,2.0,2,13029,21.0,-0.1922194133706201,5.0
3,2,2,1.0,2,7064,1.0,-0.5953756951142775,4.0
2,1,1,1.0,1,4943,21.0,1.6995139086573106,3.0
2,2,2,1.0,1,8450,12.0,0.045539419452562444,5.0
3,3,3,2.0,2,15318,9.0,-0.3059301595034465,5.0
1,2,2,0.0,1,4804,3.0,-1.0192066579729941,5.0
3,2,2,1.0,2,10844,6.0,1.172309540223297,6.0
1,5,6,0.0,1,3175,1.0,-1.1639294257784096,4.0
2,3,3,2.0,1,12646,27.0,2.412790407126858,6.0
2,2,2,1.0,1,7893,1.0,0.5727437878865759,4.0
2,1,5,0.0,1,7171,24.0,-1.0088693174154644,5.0
5,3,3,1.0,1,13727,15.0,-0.481664948981451,5.0
2,3,3,0.0,1,5201,27.0,-0.9675199551853457,6.0
5,3,3,1.0,1,9001,15.0,-0.40930356507874327,5.0
5,3,3,1.0,2,10546,9.0,0.3763343172935121,5.0
3,3,3,1.0,1,15554,18.0,1.5961405030820137,5.0
2,1,5,0.0,1,5228,15.0,-1.0088693174154644,4.0
2,3,3,1.0,1,9404,24.0,-0.07850866723779366,6.0
5,3,3,1.0,1,8601,21.0,-0.09918334835285302,3.0
5,3,3,1.0,1,8888,9.0,0.2316115494880966,5.0
7,1,1,0.0,1,5088,24.0,-1.0295439985305237,3.0
3,3,3,1.0,2,12373,9.0,0.4797077228688088,5.0
5,3,3,1.0,1,8323,9.0,-0.4403155867513323,4.0
3,3,3,2.0,1,15339,27.0,1.523779119179306,6.0
7,4,4,0.0,1,11982,6.0,-1.0605560202031128,5.0
4,2,2,1.0,1,8844,12.0,-0.6677370790169851,5.0
3,3,3,1.0,2,10262,1.0,0.3556596361784527,6.0
1,4,4,0.0,1,3597,6.0,-1.0605560202031128,6.0
3,5,6,0.0,1,5678,24.0,-1.1639294257784096,3.0
1,4,4,0.0,1,5277,21.0,-1.0605560202031128,5.0
1,3,3,2.0,1,8049,3.0,0.2316115494880966,3.0
4,4,4,0.0,3,3543,15.0,-1.0605560202031128,5.0
3,3,3,1.0,2,10262,6.0,1.7201885897723699,6.0
2,3,3,0.8494545454545455,1,10703,1.0,0.0,6.0
1,3,3,1.0,1,6496,12.0,-0.7400984629196928,6.0
3,2,2,1.0,2,10844,21.0,0.1075634627977405,5.0
3,3,3,1.0,1,12032,27.0,0.1075634627977405,3.0
7,3,3,0.0,1,6741,18.0,-0.9571826146278161,4.0
4,2,2,0.0,3,3841,24.0,-1.0295439985305237,5.0
5,3,3,1.0,1,15288,3.0,-0.5333516517690994,3.0
2,5,6,0.0,1,2050,18.0,-1.184604106893469,3.0
7,4,4,0.0,1,4842,24.0,-1.0708933607606426,3.0
3,3,3,2.0,2,6643,21.0,1.585803162524484,3.0
1,3,3,1.0,1,9581,3.0,-0.7297611223621632,3.0
1,2,2,0.0,1,4804,15.0,-1.0192066579729941,5.0
3,1,1,1.0,2,7832,21.0,1.585803162524484,3.0
5,3,3,1.0,2,11667,12.0,0.15925016558538888,6.0
1,3,3,1.0,1,6442,27.0,-0.40930356507874327,6.0
3,3,3,2.0,1,15129,24.0,2.2887423204365023,5.0
3,3,3,1.0,1,14714,3.0,0.1902621872579779,6.0
3,2,2,1.0,2,9663,6.0,2.1543568931886163,5.0
1,3,3,1.0,1,5761,21.0,-0.6884117601320445,3.0
2,5,6,0.0,1,3100,9.0,-1.184604106893469,5.0
3,2,2,1.0,1,13626,12.0,-0.4713276084239213,6.0
3,2,2,1.0,2,8529,12.0,1.5444538002943653,6.0
2,3,3,0.0,1,5201,9.0,-0.9985319768579347,5.0
3,2,2,1.0,1,14151,21.0,0.07655144112515147,5.0
8,1,5,0.0,1,4483,3.0,-1.0088693174154644,5.0
3,3,3,2.0,2,15544,18.0,-0.4713276084239213,5.0
1,3,3,0.0,1,5601,27.0,-0.9468452740702864,5.0
1,1,5,0.0,1,3419,3.0,-1.0088693174154644,4.0
8,3,3,1.0,1,6451,27.0,0.44869570119621977,4.0
2,2,2,2.0,1,12592,12.0,2.164694233746146,5.0
4,2,2,0.0,1,4174,12.0,-1.0398813390880535,6.0
3,2,2,1.0,2,8824,24.0,-0.13019537002544204,3.0
4,3,3,1.0,1,7947,15.0,-0.5643636734416884,5.0
5,3,3,1.0,1,13587,27.0,-0.481664948981451,6.0
4,2,2,0.0,3,3841,15.0,-1.0295439985305237,6.0
1,2,2,0.0,1,4804,21.0,-1.0192066579729941,6.0
3,2,2,1.0,2,8586,9.0,-0.2749181378308575,5.0
1,2,2,0.0,1,4778,1.0,-1.0192066579729941,3.0
5,3,3,2.0,1,18275,1.0,-0.057833986122734306,6.0
1,4,4,0.0,1,3540,1.0,-1.050218679645583,6.0
1,3,3,1.0,1,6442,27.0,0.3763343172935121,6.0
2,2,2,0.0,1,4145,27.0,-1.0295439985305237,6.0
1,2,2,0.0,1,5644,9.0,-1.0398813390880535,6.0
1,2,2,0.0,1,5224,3.0,-1.0398813390880535,5.0
3,3,3,1.0,2,5963,21.0,1.7925499736750776,3.0
5,3,3,1.0,1,11264,27.0,0.26262357116068563,5.0
6,3,3,1.0,1,10188,27.0,-0.7090864412471038,3.0
3,2,2,1.0,2,10844,18.0,0.30397293339080433,5.0
1,1,1,1.0,1,7166,15.0,-0.7400984629196928,3.0
3,1,1,1.0,1,13817,12.0,-0.037159305007674955,3.0
3,3,3,1.0,2,12373,9.0,0.9242133668425848,5.0
3,1,1,1.0,5,25735,1.0,0.6451051717892836,3.0
3,1,1,1.0,1,14815,18.0,-0.41964090563627293,3.0
3,3,3,1.0,2,10262,12.0,1.7615379520024885,6.0
3,3,3,1.0,2,10262,15.0,0.014527397779973418,6.0
2,3,3,1.0,1,7468,9.0,0.4590330417537494,6.0
