Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Day_of_Journey,Month_of_Journey,Year_of_Journey,Price
Multiple carriers,Delhi,Cochin,930,1,No info,18,5,2019,8073
Jet Airways,Kolkata,Banglore,855,1,In-flight meal not included,1,4,2019,7064
Jet Airways,Delhi,Cochin,1320,2,No info,27,6,2019,13376
Multiple carriers,Delhi,Cochin,625,1,No info,6,3,2019,15135
Air India,Kolkata,Banglore,625,1,No info,24,5,2019,10413
Vistara,Kolkata,Banglore,865,1,No info,1,5,2019,9187
Jet Airways,Delhi,Cochin,1620,2,No info,1,6,2019,13292
IndiGo,Delhi,Cochin,515,1,No info,9,3,2019,6674
IndiGo,Delhi,Cochin,480,1,No info,9,5,2019,8330
Multiple carriers,Delhi,Cochin,740,1,No info,1,6,2019,11200
Jet Airways,Delhi,Cochin,1595,1,In-flight meal not included,3,6,2019,10262
Vistara,Delhi,Cochin,190,0,No info,15,4,2019,6216
Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,18,5,2019,10844
Jet Airways,Kolkata,Banglore,1515,1,In-flight meal not included,24,3,2019,11134
IndiGo,Chennai,Kolkata,140,0,No info,18,6,2019,5277
Jet Airways,Delhi,Cochin,1705,2,No info,27,6,2019,14300
Jet Airways,Banglore,New Delhi,1290,1,No info,6,3,2019,17471
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,21,5,2019,10844
SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,15,3,2019,5469
Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,9,6,2019,10262
SpiceJet,Delhi,Cochin,375,1,No info,6,3,2019,7185
Air Asia,Kolkata,Banglore,150,0,No info,18,6,2019,3807
Jet Airways,Delhi,Cochin,655,1,No info,1,6,2019,14714
Vistara,Kolkata,Banglore,790,1,No info,6,5,2019,8610
Jet Airways,Delhi,Cochin,705,1,No info,6,3,2019,17234
Multiple carriers,Delhi,Cochin,565,3,No info,12,6,2019,15629
Multiple carriers,Delhi,Cochin,855,2,No info,27,3,2019,6128
Jet Airways,Delhi,Cochin,745,1,No info,9,3,2019,16289
Jet Airways,Delhi,Cochin,810,2,No info,9,5,2019,15129
Jet Airways,Banglore,New Delhi,1220,1,In-flight meal not included,21,3,2019,7832
Jet Airways,Banglore,New Delhi,490,1,No info,1,3,2019,22270
Jet Airways,Kolkata,Banglore,1005,1,No info,1,5,2019,11467
IndiGo,Mumbai,Hyderabad,90,0,No info,9,5,2019,4392
SpiceJet,Kolkata,Banglore,150,0,No info,6,5,2019,4491
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,18,5,2019,9663
IndiGo,Delhi,Cochin,415,1,No info,27,6,2019,5883
Air India,Delhi,Cochin,760,1,No info,3,3,2019,14777
Air Asia,Kolkata,Banglore,220,1,No info,21,5,2019,5162
IndiGo,Kolkata,Banglore,160,0,No info,1,6,2019,4804
Jet Airways,Kolkata,Banglore,1315,1,In-flight meal not included,12,6,2019,8529
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,9,6,2019,10844
SpiceJet,Kolkata,Banglore,155,0,No info,9,4,2019,3873
IndiGo,Kolkata,Banglore,165,0,No info,12,6,2019,4804
Jet Airways,Mumbai,Hyderabad,85,0,No info,12,5,2019,5678
Jet Airways,Kolkata,Banglore,705,1,No info,1,4,2019,12681
Jet Airways,Banglore,New Delhi,390,1,No info,15,3,2019,9623
Multiple carriers,Delhi,Cochin,725,1,No info,3,3,2019,15147
Vistara,Kolkata,Banglore,975,1,No info,24,5,2019,9345
Jet Airways,Kolkata,Banglore,910,1,In-flight meal not included,6,5,2019,7757
Jet Airways,Kolkata,Banglore,1170,1,In-flight meal not included,12,5,2019,10844
Air India,Banglore,New Delhi,2105,2,No info,3,3,2019,11948
Jet Airways,Delhi,Cochin,1790,2,No info,27,6,2019,13376
Air India,Kolkata,Banglore,580,1,No info,15,5,2019,6117
IndiGo,Delhi,Cochin,675,1,No info,6,3,2019,6171
Jet Airways,Kolkata,Banglore,345,1,No info,12,6,2019,13626
Jet Airways,Banglore,New Delhi,1305,1,No info,6,3,2019,17471
Multiple carriers,Delhi,Cochin,535,1,No info,21,3,2019,7531
Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,9,5,2019,12373
Jet Airways,Delhi,Cochin,330,1,No info,27,5,2019,16289
IndiGo,Banglore,New Delhi,170,0,No info,24,3,2019,4777
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,21,4,2019,5198
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,6,6,2019,10844
Air India,Banglore,Delhi,165,0,No info,18,5,2019,7171
Air India,Delhi,Cochin,1470,2,No info,27,6,2019,11942
IndiGo,Banglore,Delhi,170,0,No info,27,4,2019,4423
Vistara,Delhi,Cochin,175,0,No info,18,3,2019,5586
Jet Airways,Kolkata,Banglore,1145,1,In-flight meal not included,24,3,2019,11134
Air Asia,Banglore,New Delhi,170,0,No info,24,3,2019,4284
Air India,Kolkata,Banglore,150,0,No info,1,5,2019,6245
SpiceJet,Banglore,New Delhi,475,1,No info,15,3,2019,10341
SpiceJet,Banglore,New Delhi,170,0,No info,3,3,2019,6860
Air India,Mumbai,Hyderabad,75,0,No info,3,4,2019,2050
Multiple carriers,Delhi,Cochin,465,1,In-flight meal not included,24,6,2019,5797
IndiGo,Banglore,New Delhi,180,0,No info,9,3,2019,7648
Air India,Banglore,New Delhi,165,0,No info,15,3,2019,8851
Air India,Kolkata,Banglore,1165,2,No info,6,6,2019,13007
Jet Airways,Kolkata,Banglore,1450,1,No info,24,5,2019,13067
IndiGo,Banglore,New Delhi,295,1,No info,18,3,2019,4049
Jet Airways,Kolkata,Banglore,1500,1,No info,12,6,2019,12692
Air India,Chennai,Kolkata,135,0,No info,9,5,2019,4667
Multiple carriers,Delhi,Cochin,850,2,In-flight meal not included,3,3,2019,8938
IndiGo,Delhi,Cochin,480,1,No info,21,3,2019,10208
Multiple carriers,Delhi,Cochin,470,1,No info,3,6,2019,7354
Air India,Banglore,Delhi,165,0,No info,21,4,2019,5438
Air Asia,Kolkata,Banglore,150,0,No info,24,5,2019,4107
Jet Airways,Kolkata,Banglore,975,1,In-flight meal not included,24,3,2019,11134
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,15,6,2019,10262
Air India,Kolkata,Banglore,1100,2,No info,24,5,2019,14083
Vistara,Kolkata,Banglore,975,1,No info,9,6,2019,9345
Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,9,5,2019,12373
Multiple carriers,Delhi,Cochin,570,1,In-flight meal not included,15,6,2019,10196
IndiGo,Delhi,Cochin,300,1,No info,15,4,2019,5947
Jet Airways,Kolkata,Banglore,1155,1,No info,12,6,2019,13044
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,18,5,2019,9663
Jet Airways,Banglore,New Delhi,875,1,No info,1,3,2019,27992
IndiGo,Kolkata,Banglore,280,1,No info,24,3,2019,7476
Air India,Kolkata,Banglore,805,1,No info,9,6,2019,10413
Multiple carriers,Delhi,Cochin,455,1,No info,1,6,2019,10261
Jet Airways,Kolkata,Banglore,840,1,No info,6,6,2019,14151
Air India,Banglore,Delhi,165,0,No info,6,4,2019,5176
Jet Airways,Delhi,Cochin,1105,1,No info,6,6,2019,14714
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,15,5,2019,9314
Jet Airways,Delhi,Cochin,395,1,No info,24,6,2019,14714
Multiple carriers,Delhi,Cochin,660,1,No info,6,6,2019,12192
SpiceJet,Mumbai,Hyderabad,90,0,No info,3,4,2019,1759
IndiGo,Delhi,Cochin,320,1,No info,27,3,2019,4744
Jet Airways,Banglore,Delhi,180,0,No info,21,5,2019,7229
Jet Airways,Delhi,Cochin,1685,1,No info,9,3,2019,15029
IndiGo,Kolkata,Banglore,160,0,No info,15,3,2019,4462
SpiceJet,Chennai,Kolkata,135,0,No info,12,3,2019,6300
Air India,Mumbai,Hyderabad,75,0,No info,21,3,2019,2575
Jet Airways,Banglore,New Delhi,1455,1,In-flight meal not included,12,3,2019,11087
Multiple carriers,Delhi,Cochin,560,1,No info,27,3,2019,6305
Vistara,Banglore,New Delhi,160,0,No info,9,3,2019,8290
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,18,6,2019,5769
IndiGo,Banglore,Delhi,180,0,No info,12,4,2019,4990
Air Asia,Banglore,New Delhi,165,0,No info,3,3,2019,6135
IndiGo,Delhi,Cochin,345,1,No info,27,3,2019,5733
Multiple carriers,Delhi,Cochin,900,1,No info,15,5,2019,7670
Jet Airways,Delhi,Cochin,1430,2,No info,27,6,2019,12819
IndiGo,Banglore,Delhi,170,0,No info,3,5,2019,4823
IndiGo,Delhi,Cochin,965,1,No info,9,5,2019,6979
Air India,Kolkata,Banglore,545,1,No info,24,3,2019,10493
Air India,Delhi,Cochin,1395,2,No info,9,3,2019,16111
Air India,Delhi,Cochin,1275,2,No info,9,6,2019,10651
IndiGo,Delhi,Cochin,665,1,No info,27,5,2019,6600
Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,12,6,2019,10919
IndiGo,Kolkata,Banglore,165,0,No info,21,3,2019,5198
Air India,Banglore,New Delhi,1890,2,No info,12,3,2019,12778
IndiGo,Mumbai,Hyderabad,85,0,No info,27,3,2019,2754
Jet Airways,Delhi,Cochin,1195,2,No info,9,5,2019,15129
IndiGo,Delhi,Cochin,305,1,No info,9,5,2019,7255
Multiple carriers,Delhi,Cochin,375,1,No info,21,3,2019,14486
GoAir,Delhi,Cochin,355,1,No info,21,4,2019,6591
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,21,5,2019,3573
Jet Airways,Delhi,Cochin,1295,1,In-flight meal not included,1,6,2019,10262
Jet Airways,Kolkata,Banglore,910,1,No info,15,5,2019,14388
Jet Airways,Delhi,Cochin,1530,1,No info,3,6,2019,14714
Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,12,6,2019,10368
SpiceJet,Chennai,Kolkata,155,0,No info,21,3,2019,3384
Air India,Kolkata,Banglore,1540,1,No info,24,3,2019,7742
IndiGo,Delhi,Cochin,345,1,No info,9,6,2019,6386
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,6,6,2019,7229
Air India,Kolkata,Banglore,545,1,No info,6,5,2019,8891
Multiple carriers,Delhi,Cochin,480,1,No info,1,6,2019,13587
IndiGo,Delhi,Cochin,350,1,No info,27,3,2019,8227
Air India,Kolkata,Banglore,805,2,No info,1,4,2019,12125
SpiceJet,Kolkata,Banglore,140,0,No info,15,6,2019,3873
Multiple carriers,Delhi,Cochin,570,1,No info,12,6,2019,13377
Jet Airways,Kolkata,Banglore,1630,1,No info,12,5,2019,10953
SpiceJet,Kolkata,Banglore,160,0,No info,9,3,2019,4622
Jet Airways,Kolkata,Banglore,1210,1,No info,24,3,2019,14231
Jet Airways,Delhi,Cochin,1270,1,In-flight meal not included,24,6,2019,10262
IndiGo,Banglore,Delhi,170,0,No info,15,4,2019,3943
Vistara,Kolkata,Banglore,1440,1,No info,12,5,2019,8610
Multiple carriers,Delhi,Cochin,915,1,No info,21,3,2019,6717
Multiple carriers,Delhi,Cochin,630,1,No info,24,6,2019,10877
IndiGo,Kolkata,Banglore,290,1,No info,1,5,2019,4775
Jet Airways,Kolkata,Banglore,365,1,No info,9,6,2019,14571
SpiceJet,Banglore,New Delhi,175,0,No check-in baggage included,24,3,2019,6205
Jet Airways,Kolkata,Banglore,1295,1,No info,18,5,2019,14151
Multiple carriers,Delhi,Cochin,560,1,No info,27,3,2019,6637
Air India,Banglore,New Delhi,1640,2,No info,3,3,2019,12074
IndiGo,Kolkata,Banglore,155,0,No info,21,6,2019,4804
IndiGo,Kolkata,Banglore,315,1,No info,6,5,2019,7252
IndiGo,Delhi,Cochin,275,1,No info,3,6,2019,6069
Jet Airways,Delhi,Cochin,450,1,No info,9,5,2019,15554
IndiGo,Chennai,Kolkata,165,0,No info,18,5,2019,3850
Air India,Delhi,Cochin,1470,2,No info,18,5,2019,12940
SpiceJet,Kolkata,Banglore,435,1,No info,1,5,2019,8844
Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,12,6,2019,15190
Jet Airways,Banglore,New Delhi,490,1,In-flight meal not included,15,3,2019,9134
Jet Airways,Delhi,Cochin,940,1,No info,9,4,2019,11822
Multiple carriers,Delhi,Cochin,630,1,No info,9,5,2019,15078
SpiceJet,Mumbai,Hyderabad,85,0,No info,1,3,2019,11005
IndiGo,Delhi,Cochin,635,1,No info,21,3,2019,7006
IndiGo,Banglore,New Delhi,295,1,No info,9,3,2019,4259
Air India,Delhi,Cochin,1305,2,No info,9,3,2019,11762
Jet Airways,Banglore,New Delhi,1445,1,In-flight meal not included,24,3,2019,8147
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,27,5,2019,3841
IndiGo,Kolkata,Banglore,155,0,No info,3,4,2019,4174
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,27,5,2019,12898
SpiceJet,Delhi,Cochin,380,1,No info,6,6,2019,5583
Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,6,6,2019,10262
Jet Airways,Banglore,Delhi,165,0,No info,6,5,2019,7229
Jet Airways,Delhi,Cochin,1375,2,No info,21,5,2019,15129
Vistara,Banglore,Delhi,170,0,No info,9,6,2019,4668
IndiGo,Banglore,Delhi,175,0,No info,18,4,2019,4990
IndiGo,Kolkata,Banglore,165,0,No info,24,3,2019,6985
IndiGo,Banglore,Delhi,180,0,No info,3,4,2019,4823
Vistara,Kolkata,Banglore,700,1,No info,18,5,2019,9345
Jet Airways,Kolkata,Banglore,1575,1,In-flight meal not included,15,5,2019,10844
Jet Airways,Delhi,Cochin,1620,2,No info,9,5,2019,14657
IndiGo,Delhi,Cochin,665,1,No info,3,6,2019,6818
Air India,Delhi,Cochin,1545,2,No info,15,5,2019,11543
SpiceJet,Mumbai,Hyderabad,85,0,No check-in baggage included,24,3,2019,2175
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,6,6,2019,10844
Jet Airways,Mumbai,Hyderabad,85,0,No info,1,4,2019,8040
Jet Airways,Kolkata,Banglore,740,1,No info,6,6,2019,14571
Jet Airways,Kolkata,Banglore,330,1,No info,9,6,2019,14571
Jet Airways,Delhi,Cochin,1235,1,In-flight meal not included,21,5,2019,12898
Multiple carriers,Delhi,Cochin,555,1,No info,12,6,2019,14848
Multiple carriers,Delhi,Cochin,390,1,No info,18,5,2019,8283
Jet Airways,Banglore,Delhi,175,0,No info,21,4,2019,7229
Multiple carriers,Delhi,Cochin,830,1,No info,18,5,2019,8405
Jet Airways,Delhi,Cochin,1365,2,No info,3,3,2019,19266
Air India,Delhi,Cochin,875,1,No info,6,3,2019,11038
Jet Airways,Banglore,Delhi,185,0,No info,12,6,2019,8016
SpiceJet,Chennai,Kolkata,140,0,No info,21,3,2019,3384
IndiGo,Delhi,Cochin,415,1,No info,9,4,2019,6573
Jet Airways,Delhi,Cochin,1195,2,No info,24,6,2019,12819
Jet Airways,Delhi,Cochin,1125,2,No info,21,5,2019,15129
IndiGo,Banglore,Delhi,170,0,No info,27,6,2019,3943
Jet Airways,Banglore,New Delhi,805,1,In-flight meal not included,24,3,2019,7832
IndiGo,Banglore,New Delhi,175,0,No info,24,3,2019,6860
IndiGo,Banglore,Delhi,175,0,No info,12,5,2019,4823
Air India,Banglore,Delhi,165,0,No info,6,5,2019,5228
Jet Airways,Kolkata,Banglore,345,1,No info,1,4,2019,13364
Jet Airways,Banglore,New Delhi,885,1,No info,18,3,2019,13555
IndiGo,Chennai,Kolkata,140,0,No info,6,3,2019,5277
Air India,Kolkata,Banglore,1100,2,No info,12,5,2019,13243
Multiple carriers,Delhi,Cochin,780,1,No info,9,5,2019,9794
Jet Airways,Banglore,Delhi,165,0,No info,6,6,2019,8016
Multiple carriers,Delhi,Cochin,480,1,No info,1,6,2019,13377
Jet Airways,Kolkata,Banglore,1745,1,No info,9,6,2019,12692
Air India,Kolkata,Banglore,610,2,No info,6,6,2019,10697
SpiceJet,Chennai,Kolkata,155,0,No info,27,3,2019,3384
IndiGo,Delhi,Cochin,940,1,No info,9,5,2019,6734
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,6,6,2019,10844
Air India,Banglore,Delhi,170,0,No info,24,5,2019,5228
Air India,Kolkata,Banglore,1545,1,No info,24,5,2019,8891
IndiGo,Chennai,Kolkata,140,0,No info,27,3,2019,3384
Multiple carriers,Delhi,Cochin,780,1,No info,3,3,2019,17057
IndiGo,Kolkata,Banglore,265,1,No info,3,4,2019,3480
SpiceJet,Banglore,Delhi,170,0,No info,3,5,2019,4423
Jet Airways,Kolkata,Banglore,1330,1,No info,9,6,2019,14178
SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,24,6,2019,4760
Jet Airways,Kolkata,Banglore,800,1,No info,1,4,2019,14151
Jet Airways,Kolkata,Banglore,1220,1,No info,1,4,2019,12681
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,3,4,2019,4886
Air Asia,Kolkata,Banglore,155,0,No info,21,6,2019,3807
IndiGo,Kolkata,Banglore,155,0,No info,18,5,2019,4804
IndiGo,Banglore,New Delhi,290,1,No info,9,3,2019,5694
Multiple carriers,Delhi,Cochin,600,1,No info,24,5,2019,10197
IndiGo,Banglore,Delhi,170,0,No info,15,6,2019,4077
Jet Airways,Kolkata,Banglore,705,1,No info,1,5,2019,14781
IndiGo,Kolkata,Banglore,155,0,No info,9,5,2019,5224
IndiGo,Kolkata,Banglore,160,0,No info,24,4,2019,4804
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,21,5,2019,8586
Air India,Kolkata,Banglore,1515,1,No info,21,5,2019,7662
Jet Airways,Delhi,Cochin,535,1,No info,3,3,2019,18550
Vistara,Kolkata,Banglore,385,1,No info,12,6,2019,8610
Jet Airways,Banglore,Delhi,180,0,No info,1,5,2019,7229
Air India,Kolkata,Banglore,1165,2,No info,6,6,2019,12009
Jet Airways,Kolkata,Banglore,1685,1,No info,18,5,2019,14151
Air India,Delhi,Cochin,170,0,No info,9,4,2019,4729
Air India,Delhi,Cochin,170,0,No info,3,3,2019,7931
Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,21,5,2019,12898
Jet Airways,Delhi,Cochin,1295,1,No info,9,3,2019,16289
Jet Airways,Delhi,Cochin,1295,2,No info,3,6,2019,13292
Multiple carriers,Delhi,Cochin,780,1,No info,27,5,2019,7618
Multiple carriers,Delhi,Cochin,435,1,No info,15,6,2019,13377
Air Asia,Kolkata,Banglore,955,1,No info,12,6,2019,5192
Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,24,6,2019,7268
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,24,5,2019,12384
IndiGo,Banglore,New Delhi,170,0,No info,15,3,2019,5694
Jet Airways,Banglore,New Delhi,420,2,No info,18,3,2019,16338
Multiple carriers,Delhi,Cochin,750,1,No info,6,6,2019,7198
Jet Airways,Delhi,Cochin,650,1,In-flight meal not included,21,3,2019,6540
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3,6,2019,3210
SpiceJet,Kolkata,Banglore,155,0,No info,18,6,2019,3873
Air Asia,Banglore,Delhi,165,0,No info,21,4,2019,4483
Air Asia,Delhi,Cochin,340,1,No info,15,5,2019,6752
IndiGo,Banglore,Delhi,175,0,No info,12,4,2019,4823
Air India,Kolkata,Banglore,745,1,No info,6,5,2019,10203
SpiceJet,Kolkata,Banglore,140,0,No info,18,5,2019,3873
SpiceJet,Mumbai,Hyderabad,80,0,No info,27,3,2019,2017
Jet Airways,Kolkata,Banglore,1215,1,In-flight meal not included,6,6,2019,8586
Jet Airways,Banglore,New Delhi,695,1,1 Long layover,1,3,2019,31825
Air India,Kolkata,Banglore,1665,2,No info,15,5,2019,16057
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,6,6,2019,10262
IndiGo,Delhi,Cochin,305,1,No info,1,6,2019,6593
SpiceJet,Banglore,Delhi,175,0,No info,24,6,2019,3971
Jet Airways,Delhi,Cochin,1415,1,No info,9,3,2019,16289
Jet Airways,Kolkata,Banglore,1450,1,In-flight meal not included,1,5,2019,9314
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,21,5,2019,4030
Multiple carriers,Delhi,Cochin,420,1,No info,12,6,2019,13587
Jet Airways,Kolkata,Banglore,1295,1,In-flight meal not included,1,5,2019,9314
Air Asia,Delhi,Cochin,625,1,No info,15,6,2019,6253
Air Asia,Kolkata,Banglore,955,1,No info,15,4,2019,5192
Air India,Kolkata,Banglore,1700,2,No info,1,5,2019,16372
Vistara,Banglore,Delhi,170,0,No info,24,4,2019,5403
Multiple carriers,Delhi,Cochin,440,1,No info,27,3,2019,11200
IndiGo,Chennai,Kolkata,145,0,No info,12,6,2019,3858
IndiGo,Kolkata,Banglore,155,0,No info,6,4,2019,4174
Air India,Delhi,Cochin,185,0,No info,27,4,2019,5411
IndiGo,Mumbai,Hyderabad,90,0,No info,15,5,2019,3175
IndiGo,Chennai,Kolkata,140,0,No info,24,5,2019,3858
Jet Airways,Kolkata,Banglore,520,1,No info,1,5,2019,13941
Air India,Delhi,Cochin,1800,2,No info,15,6,2019,12182
IndiGo,Banglore,Delhi,180,0,No info,21,6,2019,4990
Jet Airways,Kolkata,Banglore,1540,1,In-flight meal not included,9,6,2019,10539
IndiGo,Banglore,New Delhi,175,0,No info,9,3,2019,6860
Vistara,Delhi,Cochin,175,0,No info,6,3,2019,8001
Jet Airways,Delhi,Cochin,1210,1,In-flight meal not included,27,6,2019,10262
Vistara,Kolkata,Banglore,385,1,No info,6,5,2019,8085
IndiGo,Banglore,Delhi,170,0,No info,27,6,2019,3419
Air India,Kolkata,Banglore,1665,2,No info,1,5,2019,15164
IndiGo,Kolkata,Banglore,165,0,No info,24,3,2019,6565
Jet Airways,Delhi,Cochin,805,2,In-flight meal not included,27,3,2019,9254
Air Asia,Kolkata,Banglore,220,1,No info,6,6,2019,6857
Air India,Kolkata,Banglore,1100,2,No info,12,5,2019,12140
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,6,6,2019,3841
Jet Airways,Kolkata,Banglore,685,1,No info,6,5,2019,14781
Air India,Delhi,Cochin,1300,1,No info,18,5,2019,8372
Air India,Kolkata,Banglore,1830,3,No info,1,4,2019,8607
Multiple carriers,Delhi,Cochin,660,1,No info,24,6,2019,13587
Jet Airways,Delhi,Cochin,450,1,No info,18,5,2019,15554
Jet Airways,Kolkata,Banglore,1360,1,In-flight meal not included,21,5,2019,10844
IndiGo,Mumbai,Hyderabad,90,0,No info,24,5,2019,4392
Air India,Banglore,Delhi,165,0,No info,27,5,2019,6961
Air India,Delhi,Cochin,795,1,No info,18,5,2019,8907
IndiGo,Delhi,Cochin,835,1,No info,15,6,2019,6442
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,15,5,2019,8586
Air India,Delhi,Cochin,1820,2,No info,15,5,2019,13486
Air India,Mumbai,Hyderabad,75,0,No info,6,6,2019,3100
Jet Airways,Delhi,Cochin,2070,2,In-flight meal not included,6,3,2019,15812
Air India,Delhi,Cochin,185,0,No info,24,4,2019,5201
IndiGo,Delhi,Cochin,825,2,No info,3,3,2019,9413
Air India,Delhi,Cochin,1380,2,No info,6,6,2019,13591
Jet Airways,Mumbai,Hyderabad,85,0,No info,1,6,2019,5678
Air India,Banglore,New Delhi,895,1,No info,3,3,2019,6781
Jet Airways,Banglore,New Delhi,1005,1,In-flight meal not included,21,3,2019,7832
Jet Airways,Delhi,Cochin,1610,1,In-flight meal not included,9,3,2019,14053
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9,5,2019,10703
Multiple carriers,Delhi,Cochin,480,1,No info,15,5,2019,13727
Multiple carriers,Delhi,Cochin,480,1,No info,24,6,2019,7408
Jet Airways,Banglore,New Delhi,1280,1,No info,1,3,2019,20800
Air India,Delhi,Cochin,1100,2,No info,3,6,2019,11911
Vistara,Banglore,Delhi,160,0,No info,3,4,2019,5403
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,6,6,2019,13469
Jet Airways,Delhi,Cochin,910,2,In-flight meal not included,6,6,2019,11270
Air Asia,Delhi,Cochin,590,1,No info,24,6,2019,6152
Jet Airways,Delhi,Cochin,1225,1,No info,27,3,2019,12452
Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,15,5,2019,10844
IndiGo,Delhi,Cochin,635,1,No info,18,5,2019,8216
Jet Airways,Kolkata,Banglore,800,1,No info,12,6,2019,13626
Multiple carriers,Delhi,Cochin,855,2,No info,6,3,2019,7084
Multiple carriers,Delhi,Cochin,860,1,No info,9,5,2019,7575
Air India,Banglore,New Delhi,1475,1,No info,3,3,2019,6781
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6,6,2019,6478
SpiceJet,Mumbai,Hyderabad,80,0,No check-in baggage included,15,3,2019,2385
Multiple carriers,Delhi,Cochin,480,1,No info,18,5,2019,9385
GoAir,Banglore,Delhi,175,0,No info,18,4,2019,5048
IndiGo,Delhi,Cochin,305,1,No info,12,6,2019,5058
Multiple carriers Premium economy,Delhi,Cochin,440,1,No info,21,3,2019,11269
Multiple carriers,Delhi,Cochin,390,1,No info,9,4,2019,7363
Air India,Delhi,Cochin,1305,2,No info,9,3,2019,11762
Jet Airways,Delhi,Cochin,800,1,No info,6,3,2019,15764
Jet Airways,Delhi,Cochin,1105,1,In-flight meal not included,12,6,2019,10262
Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,3,6,2019,10919
Jet Airways,Delhi,Cochin,1530,1,In-flight meal not included,15,6,2019,10262
Air India,Kolkata,Banglore,1045,2,No info,6,5,2019,11883
SpiceJet,Kolkata,Banglore,140,0,No info,21,3,2019,3847
Jet Airways,Mumbai,Hyderabad,90,0,No info,12,6,2019,5678
Vistara,Kolkata,Banglore,930,1,No info,12,5,2019,8662
Jet Airways,Delhi,Cochin,865,1,In-flight meal not included,27,5,2019,12898
SpiceJet,Banglore,Delhi,175,0,No info,12,5,2019,4423
Air India,Delhi,Cochin,875,1,No info,12,6,2019,8991
SpiceJet,Delhi,Cochin,295,1,No info,15,5,2019,5409
IndiGo,Delhi,Cochin,455,1,No info,27,4,2019,6442
Air India,Kolkata,Banglore,590,2,No info,24,5,2019,9941
IndiGo,Delhi,Cochin,880,2,No info,21,3,2019,6494
Multiple carriers,Delhi,Cochin,510,1,No info,24,6,2019,7198
SpiceJet,Banglore,New Delhi,170,0,No info,9,3,2019,7110
Jet Airways,Banglore,New Delhi,875,1,In-flight meal not included,12,3,2019,11087
IndiGo,Kolkata,Banglore,155,0,No info,9,5,2019,4804
IndiGo,Banglore,Delhi,175,0,No info,15,6,2019,4823
Jet Airways,Kolkata,Banglore,575,1,No info,12,5,2019,14151
Multiple carriers,Delhi,Cochin,780,1,In-flight meal not included,27,6,2019,10791
Vistara,Kolkata,Banglore,1555,1,No info,1,4,2019,7980
Air India,Delhi,Cochin,1535,1,No info,27,4,2019,6587
Vistara,Chennai,Kolkata,135,0,No info,6,5,2019,3687
Air India,Delhi,Cochin,1470,2,No info,15,5,2019,13307
Air India,Mumbai,Hyderabad,85,0,No info,24,3,2019,2050
Multiple carriers,Delhi,Cochin,600,1,No info,9,5,2019,10197
Vistara,Banglore,Delhi,170,0,No info,24,6,2019,4668
IndiGo,Banglore,Delhi,170,0,No info,24,5,2019,4990
IndiGo,Mumbai,Hyderabad,90,0,No info,24,5,2019,4049
Multiple carriers,Delhi,Cochin,720,1,No info,15,6,2019,7933
IndiGo,Mumbai,Hyderabad,90,0,No info,6,5,2019,4049
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,27,3,2019,6645
Jet Airways,Mumbai,Hyderabad,90,0,No info,18,6,2019,8040
