,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
4081,IndiGo,Delhi,Cochin,940,1.0,No info,6674,6,6,2019
4082,IndiGo,Delhi,Cochin,455,1.0,No info,7663,3,3,2019
4083,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,4319,18,4,2019
4084,Jet Airways,Delhi,Cochin,1005,1.0,In-flight meal not included,12373,18,5,2019
4085,Jet Airways,Delhi,Cochin,335,1.0,No info,12242,4,9,2019
4086,Jet Airways,Delhi,Cochin,660,1.0,No info,16289,27,5,2019
4087,GoAir,Banglore,Delhi,165,0.0,No info,3419,6,3,2019
4088,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,7851,4,1,2019
4089,Jet Airways,Banglore,New Delhi,570,1.0,No info,12284,18,3,2019
4090,IndiGo,Delhi,Cochin,345,1.0,No info,6386,15,6,2019
4091,Jet Airways,Delhi,Cochin,1760,2.0,No info,15339,27,6,2019
4092,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017,5,12,2019
4093,Jet Airways,Delhi,Cochin,425,2.0,No info,16274,18,5,2019
4094,IndiGo,Delhi,Cochin,280,1.0,No info,5947,21,3,2019
4095,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,8040,21,3,2019
4096,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368,6,12,2019
4097,Air India,Delhi,Cochin,1590,1.0,No info,8907,18,5,2019
4098,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,6,6,2019
4099,Air India,Banglore,New Delhi,165,0.0,No info,8588,3,3,2019
4100,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,27,5,2019
4101,IndiGo,Banglore,Delhi,180,0.0,No info,3943,5,6,2019
4102,Air Asia,Banglore,Delhi,170,0.0,No info,4483,5,3,2019
4103,Air India,Kolkata,Banglore,1830,2.0,No info,10151,21,5,2019
4104,IndiGo,Banglore,Delhi,170,0.0,No info,3419,18,6,2019
4105,Air India,Delhi,Cochin,1245,2.0,No info,13486,18,5,2019
4106,Vistara,Kolkata,Banglore,1350,1.0,No info,8610,6,9,2019
4107,GoAir,Banglore,Delhi,170,0.0,No info,3898,15,6,2019
4108,Air India,Kolkata,Banglore,1560,2.0,No info,15187,24,3,2019
4109,IndiGo,Delhi,Cochin,985,2.0,No info,10278,3,1,2019
4110,IndiGo,Delhi,Cochin,560,1.0,No info,6442,15,4,2019
4111,Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,13344,6,3,2019
4112,Air India,Banglore,New Delhi,1475,1.0,No info,5521,15,3,2019
4113,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,27,5,2019
4114,Air India,Banglore,New Delhi,1330,1.0,No info,11077,3,9,2019
4115,Multiple carriers,Delhi,Cochin,455,1.0,No info,6673,27,3,2019
4116,Air India,Delhi,Cochin,1560,2.0,No info,12392,6,9,2019
4117,Air India,Mumbai,Hyderabad,965,1.0,No info,10366,3,6,2019
4118,Air India,Delhi,Cochin,2280,3.0,No info,10703,15,6,2019
4119,Air India,Delhi,Cochin,795,1.0,No info,7174,5,9,2019
4120,Jet Airways,Banglore,New Delhi,640,1.0,In-flight meal not included,11087,18,3,2019
4121,Air Asia,Banglore,Delhi,170,0.0,No info,3383,27,4,2019
4122,Air India,Kolkata,Banglore,970,2.0,No info,14960,6,6,2019
4123,Jet Airways,Kolkata,Banglore,800,1.0,No info,11467,5,1,2019
4124,Multiple carriers,Delhi,Cochin,390,1.0,No info,6673,27,3,2019
4125,Air India,Mumbai,Hyderabad,90,0.0,No info,3100,27,6,2019
4126,Jet Airways,Banglore,New Delhi,625,1.0,No info,16736,3,6,2019
4127,Air India,Delhi,Cochin,765,1.0,No info,5117,4,1,2019
4128,Jet Airways,Delhi,Cochin,1925,2.0,No info,11093,21,3,2019
4129,GoAir,Kolkata,Banglore,495,1.0,No info,6354,6,9,2019
4130,Air India,Delhi,Cochin,180,0.0,No info,5674,18,3,2019
4131,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,13029,27,5,2019
4132,Jet Airways,Delhi,Cochin,1760,2.0,No info,12819,24,6,2019
4133,Air India,Banglore,New Delhi,1900,2.0,No info,14143,3,6,2019
4134,IndiGo,Banglore,Delhi,170,0.0,No info,5740,18,4,2019
4135,GoAir,Banglore,New Delhi,175,0.0,No info,7646,3,3,2019
4136,Air India,Delhi,Cochin,1730,2.0,No info,13591,5,9,2019
4137,Air India,Mumbai,Hyderabad,75,0.0,No info,3100,6,1,2019
4138,Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,5406,4,1,2019
4139,Jet Airways,Kolkata,Banglore,735,1.0,No info,14388,5,6,2019
4140,IndiGo,Chennai,Kolkata,145,0.0,No info,6297,3,9,2019
4141,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,5,12,2019
4142,Jet Airways,Delhi,Cochin,1995,2.0,No info,20694,3,6,2019
4143,Air Asia,Banglore,Delhi,170,0.0,No info,4282,21,6,2019
4144,Multiple carriers,Delhi,Cochin,840,1.0,No info,13727,18,5,2019
4145,Multiple carriers,Delhi,Cochin,470,1.0,No info,8614,15,6,2019
4146,Multiple carriers,Delhi,Cochin,455,1.0,No info,7363,21,3,2019
4147,Air India,Delhi,Cochin,1275,2.0,No info,11281,15,5,2019
4148,GoAir,Banglore,Delhi,170,0.0,No info,4340,18,5,2019
4149,IndiGo,Kolkata,Banglore,160,0.0,No info,4778,3,9,2019
4150,Jet Airways,Delhi,Cochin,1505,1.0,In-flight meal not included,12898,27,5,2019
4151,IndiGo,Delhi,Cochin,455,1.0,No info,6442,15,4,2019
4152,Jet Airways,Delhi,Cochin,450,1.0,No info,14714,24,6,2019
4153,Multiple carriers,Delhi,Cochin,555,1.0,No info,8018,27,6,2019
4154,Air India,Kolkata,Banglore,155,0.0,No info,4145,5,6,2019
4155,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4784,5,9,2019
4156,Air India,Banglore,New Delhi,480,1.0,No info,11707,3,12,2019
4157,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3815,21,3,2019
4158,Air India,Banglore,New Delhi,920,1.0,No info,21130,3,1,2019
4159,Jet Airways,Delhi,Cochin,350,1.0,No info,17024,3,6,2019
4160,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873,21,6,2019
4161,Jet Airways,Kolkata,Banglore,1570,1.0,No info,14151,6,6,2019
4162,IndiGo,Kolkata,Banglore,160,0.0,No info,4804,18,6,2019
4163,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12898,27,5,2019
4164,IndiGo,Banglore,Delhi,170,0.0,No info,4284,5,3,2019
4165,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,21,4,2019
4166,IndiGo,Banglore,New Delhi,290,1.0,No info,6114,15,3,2019
4167,Multiple carriers,Delhi,Cochin,465,1.0,No info,14848,27,6,2019
4168,IndiGo,Delhi,Cochin,645,1.0,No info,13611,3,6,2019
4169,Jet Airways,Banglore,Delhi,180,0.0,No info,8016,6,12,2019
4170,Jet Airways,Kolkata,Banglore,590,1.0,No info,14571,6,9,2019
4171,Jet Airways,Delhi,Cochin,600,1.0,In-flight meal not included,10675,27,5,2019
4172,IndiGo,Delhi,Cochin,415,1.0,No info,6794,21,5,2019
4173,Jet Airways,Delhi,Cochin,1110,1.0,In-flight meal not included,6540,27,3,2019
4174,Vistara,Banglore,New Delhi,160,0.0,No info,7240,3,9,2019
4175,Air India,Delhi,Cochin,1210,2.0,No info,8839,15,6,2019
4176,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873,6,6,2019
4177,Air India,Delhi,Cochin,1395,2.0,No info,11596,6,6,2019
4178,Air India,Delhi,Cochin,675,1.0,No info,7199,21,3,2019
4179,Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,12898,6,1,2019
4180,Multiple carriers,Delhi,Cochin,615,1.0,No info,12524,6,1,2019
4181,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368,24,6,2019
4182,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040,15,3,2019
4183,GoAir,Delhi,Cochin,540,1.0,No info,5135,4,3,2019
4184,Air India,Banglore,New Delhi,980,1.0,No info,5626,3,9,2019
4185,Air India,Delhi,Cochin,735,1.0,No info,15809,3,6,2019
4186,IndiGo,Delhi,Cochin,380,1.0,No info,6412,27,6,2019
4187,Jet Airways,Delhi,Cochin,440,2.0,No info,18804,6,1,2019
4188,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227,4,1,2019
4189,Multiple carriers,Delhi,Cochin,915,1.0,No info,6916,3,6,2019
4190,Air India,Mumbai,Hyderabad,80,0.0,No info,3100,27,6,2019
4191,Jet Airways,Kolkata,Banglore,330,1.0,No info,14388,5,6,2019
4192,Multiple carriers,Delhi,Cochin,575,1.0,No info,12327,27,3,2019
4193,Jet Airways,Delhi,Cochin,535,2.0,No info,13014,6,3,2019
4194,Vistara,Banglore,Delhi,170,0.0,No info,5403,15,4,2019
4195,Multiple carriers,Delhi,Cochin,740,1.0,No info,18228,3,9,2019
4196,Jet Airways,Kolkata,Banglore,1430,1.0,In-flight meal not included,10844,6,6,2019
4197,Jet Airways,Delhi,Cochin,1015,1.0,In-flight meal not included,13843,3,6,2019
4198,SpiceJet,Banglore,New Delhi,175,0.0,No info,11690,3,1,2019
4199,Vistara,Kolkata,Banglore,965,1.0,No info,8452,5,1,2019
4200,Air India,Delhi,Cochin,1395,1.0,No info,8372,27,5,2019
4201,Jet Airways,Delhi,Cochin,865,1.0,In-flight meal not included,10262,6,6,2019
4202,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,15,6,2019
4203,Jet Airways,Kolkata,Banglore,800,1.0,No info,14151,5,12,2019
4204,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,4544,21,4,2019
4205,Jet Airways,Kolkata,Banglore,1730,1.0,No info,12692,6,12,2019
4206,Jet Airways,Delhi,Cochin,880,2.0,No info,17019,3,9,2019
4207,IndiGo,Kolkata,Banglore,165,0.0,No info,6565,3,3,2019
4208,GoAir,Delhi,Cochin,350,1.0,No info,5281,27,3,2019
4209,Multiple carriers,Delhi,Cochin,545,1.0,No info,9646,6,9,2019
4210,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175,3,6,2019
4211,Air India,Delhi,Cochin,1410,2.0,No info,9653,27,6,2019
4212,Air India,Delhi,Cochin,520,1.0,No info,14777,3,6,2019
4213,Multiple carriers,Delhi,Cochin,860,1.0,No info,7155,6,12,2019
4214,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,6,6,2019
4215,IndiGo,Kolkata,Banglore,165,0.0,No info,4804,5,9,2019
4216,IndiGo,Delhi,Cochin,320,1.0,No info,9304,3,3,2019
4217,IndiGo,Banglore,Delhi,180,0.0,No info,3943,15,4,2019
4218,IndiGo,Delhi,Cochin,320,1.0,No info,7060,6,1,2019
4219,Air India,Banglore,Delhi,170,0.0,No info,5228,15,6,2019
4220,SpiceJet,Chennai,Kolkata,135,0.0,No info,3597,24,6,2019
4221,SpiceJet,Banglore,Delhi,175,0.0,No info,3971,4,3,2019
4222,Multiple carriers,Delhi,Cochin,480,1.0,No info,13727,5,6,2019
4223,Jet Airways,Kolkata,Banglore,1540,1.0,No info,12121,4,1,2019
4224,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262,6,3,2019
4225,Jet Airways,Delhi,Cochin,1355,1.0,In-flight meal not included,10262,6,1,2019
4226,Jet Airways,Delhi,Cochin,520,1.0,No info,14714,6,1,2019
4227,Jet Airways,Delhi,Cochin,1420,2.0,In-flight meal not included,8834,21,3,2019
4228,Multiple carriers,Delhi,Cochin,470,1.0,No info,9838,21,3,2019
4229,IndiGo,Kolkata,Banglore,290,1.0,No info,4775,18,5,2019
4230,IndiGo,Banglore,Delhi,175,0.0,No info,4823,5,3,2019
4231,Air India,Kolkata,Banglore,1840,2.0,No info,12723,15,5,2019
4232,IndiGo,Delhi,Cochin,895,1.0,No info,5883,15,6,2019
4233,Vistara,Kolkata,Banglore,1640,1.0,No info,9870,24,5,2019
4234,Jet Airways,Delhi,Cochin,1415,1.0,In-flight meal not included,10262,6,3,2019
4235,Multiple carriers,Delhi,Cochin,540,1.0,No info,6513,6,9,2019
4236,Air India,Kolkata,Banglore,1255,2.0,No info,15532,15,5,2019
4237,Jet Airways,Delhi,Cochin,1210,1.0,No info,14714,6,6,2019
4238,Vistara,Kolkata,Banglore,865,1.0,No info,9187,18,5,2019
4239,Multiple carriers,Delhi,Cochin,455,1.0,No info,7038,6,6,2019
4240,Multiple carriers,Delhi,Cochin,420,1.0,No info,13587,6,6,2019
4241,Jet Airways,Banglore,Delhi,175,0.0,No info,8016,6,3,2019
4242,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,6,6,2019
4243,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,9536,3,6,2019
4244,Jet Airways,Kolkata,Banglore,590,1.0,No info,14571,24,5,2019
4245,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,15812,6,6,2019
4246,Air Asia,Delhi,Cochin,870,1.0,No info,8759,6,6,2019
4247,Air India,Kolkata,Banglore,590,2.0,No info,10151,21,5,2019
4248,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,15,5,2019
4249,IndiGo,Delhi,Cochin,480,1.0,No info,6104,24,6,2019
4250,Air India,Kolkata,Banglore,150,0.0,No info,5510,5,6,2019
4251,IndiGo,Delhi,Cochin,320,1.0,No info,6027,5,9,2019
4252,SpiceJet,Kolkata,Banglore,145,0.0,No info,4174,21,5,2019
4253,IndiGo,Delhi,Cochin,895,1.0,No info,6794,21,5,2019
4254,Air India,Delhi,Cochin,1545,2.0,No info,15428,3,6,2019
4255,Jet Airways,Kolkata,Banglore,1430,1.0,No info,14388,5,6,2019
4256,IndiGo,Delhi,Cochin,630,1.0,No info,6896,21,5,2019
4257,IndiGo,Banglore,New Delhi,175,0.0,No info,6144,21,3,2019
4258,Jet Airways,Banglore,New Delhi,375,1.0,No info,19225,3,6,2019
4259,Air India,Kolkata,Banglore,970,2.0,No info,13227,5,9,2019
4260,Jet Airways,Delhi,Cochin,1380,2.0,No info,11664,27,3,2019
4261,Jet Airways,Kolkata,Banglore,1400,1.0,In-flight meal not included,10844,5,12,2019
4262,Jet Airways,Kolkata,Banglore,450,1.0,In-flight meal not included,7757,6,6,2019
4263,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,5,12,2019
4264,Multiple carriers,Delhi,Cochin,840,1.0,No info,7618,27,5,2019
4265,Jet Airways,Kolkata,Banglore,425,1.0,No info,14781,5,12,2019
4266,IndiGo,Banglore,Delhi,175,0.0,No info,4284,15,4,2019
4267,Multiple carriers,Delhi,Cochin,735,1.0,No info,7740,6,6,2019
4268,IndiGo,Banglore,Delhi,165,0.0,No info,3419,15,6,2019
4269,Jet Airways,Kolkata,Banglore,1215,1.0,No info,13941,5,12,2019
4270,Air India,Kolkata,Banglore,1625,2.0,No info,12723,6,9,2019
4271,Jet Airways,Delhi,Cochin,1215,2.0,No info,14300,6,12,2019
4272,Air India,Banglore,Delhi,165,0.0,No info,6121,5,3,2019
4273,Jet Airways,Delhi,Cochin,705,1.0,No info,17549,3,9,2019
4274,SpiceJet,Mumbai,Hyderabad,85,0.0,No info,1759,27,3,2019
4275,IndiGo,Banglore,Delhi,165,0.0,No info,4423,5,12,2019
4276,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544,4,9,2019
4277,Multiple carriers,Delhi,Cochin,660,1.0,No info,12402,6,3,2019
4278,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,9663,5,1,2019
4279,Jet Airways,Kolkata,Banglore,1595,1.0,No info,12681,4,1,2019
4280,Air India,Delhi,Cochin,1420,1.0,No info,5117,4,1,2019
4281,Jet Airways,Delhi,Cochin,1415,1.0,In-flight meal not included,12898,21,5,2019
4282,Jet Airways,Kolkata,Banglore,1545,1.0,No info,13941,5,6,2019
4283,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4030,21,5,2019
4284,IndiGo,Mumbai,Hyderabad,85,0.0,No info,17501,3,1,2019
4285,Jet Airways,Kolkata,Banglore,1155,1.0,In-flight meal not included,8529,6,12,2019
4286,Multiple carriers,Delhi,Cochin,930,1.0,No info,8073,15,5,2019
4287,Air India,Delhi,Cochin,1470,2.0,No info,11942,5,9,2019
4288,Jet Airways,Delhi,Cochin,800,2.0,No info,11702,21,3,2019
4289,IndiGo,Delhi,Cochin,455,1.0,No info,6442,6,3,2019
4290,IndiGo,Kolkata,Banglore,165,0.0,No info,4804,24,6,2019
4291,IndiGo,Banglore,Delhi,170,0.0,No info,4823,4,1,2019
4292,Multiple carriers,Delhi,Cochin,610,1.0,No info,10877,6,12,2019
4293,Air India,Kolkata,Banglore,1830,2.0,No info,10151,6,9,2019
4294,Air India,Delhi,Cochin,170,0.0,No info,5201,21,6,2019
4295,Jet Airways,Kolkata,Banglore,505,1.0,No info,13067,15,5,2019
4296,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,24,3,2019
4297,Air India,Kolkata,Banglore,745,1.0,No info,8366,15,5,2019
4298,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844,21,5,2019
4299,Vistara,Banglore,Delhi,155,0.0,No info,4878,18,6,2019
4300,Air India,Delhi,Cochin,1275,2.0,No info,10231,21,5,2019
4301,Jet Airways,Delhi,Cochin,1375,2.0,No info,13292,15,6,2019
4302,IndiGo,Kolkata,Banglore,155,0.0,No info,4804,6,12,2019
4303,Air India,Delhi,Cochin,180,0.0,No info,5201,6,12,2019
4304,Jet Airways,Delhi,Cochin,535,2.0,In-flight meal not included,10368,6,1,2019
4305,Vistara,Kolkata,Banglore,1350,1.0,No info,8820,6,6,2019
4306,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,4160,18,3,2019
4307,Air India,Kolkata,Banglore,545,1.0,No info,8891,15,5,2019
4308,Jet Airways,Kolkata,Banglore,1285,1.0,In-flight meal not included,10539,6,6,2019
4309,SpiceJet,Banglore,Delhi,160,0.0,No info,3971,4,1,2019
4310,IndiGo,Delhi,Cochin,810,1.0,No info,6093,27,6,2019
4311,Multiple carriers,Delhi,Cochin,385,1.0,No info,8266,15,5,2019
4312,Air India,Delhi,Cochin,1255,1.0,No info,7480,18,5,2019
4313,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,10262,6,1,2019
4314,Air India,Delhi,Cochin,1590,1.0,No info,8907,6,12,2019
4315,Multiple carriers,Delhi,Cochin,615,1.0,No info,11789,27,6,2019
4316,Multiple carriers,Delhi,Cochin,440,1.0,No info,15135,3,3,2019
4317,Multiple carriers,Delhi,Cochin,645,1.0,No info,7887,18,5,2019
4318,IndiGo,Delhi,Cochin,425,1.0,No info,6818,15,5,2019
4319,IndiGo,Chennai,Kolkata,140,0.0,No info,6482,3,9,2019
4320,Multiple carriers,Delhi,Cochin,720,1.0,No info,7888,21,5,2019
4321,Jet Airways,Kolkata,Banglore,1220,1.0,No info,13759,24,3,2019
4322,Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,10262,27,6,2019
4323,Jet Airways,Delhi,Cochin,830,2.0,No info,13376,6,9,2019
4324,Multiple carriers,Delhi,Cochin,540,1.0,No info,10197,15,5,2019
4325,Multiple carriers,Delhi,Cochin,470,1.0,No info,7997,18,5,2019
4326,Air India,Delhi,Cochin,965,1.0,No info,5117,4,3,2019
4327,Jet Airways,Delhi,Cochin,540,1.0,In-flight meal not included,12373,5,9,2019
4328,Multiple carriers,Delhi,Cochin,760,1.0,No info,6795,6,9,2019
4329,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,7229,27,6,2019
4330,Air India,Mumbai,Hyderabad,90,0.0,No info,2575,24,3,2019
4331,Air India,Kolkata,Banglore,675,1.0,No info,7662,24,5,2019
4332,Air India,Kolkata,Banglore,745,1.0,No info,8366,18,5,2019
4333,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844,18,5,2019
4334,IndiGo,Chennai,Kolkata,145,0.0,No info,3540,6,6,2019
4335,Multiple carriers,Delhi,Cochin,935,1.0,No info,16863,3,3,2019
4336,Air India,Banglore,Delhi,170,0.0,No info,6121,5,3,2019
4337,IndiGo,Banglore,New Delhi,305,1.0,No info,8434,3,9,2019
4338,Jet Airways,Kolkata,Banglore,395,1.0,No info,14151,21,5,2019
4339,Jet Airways,Delhi,Cochin,425,2.0,No info,14441,6,6,2019
4340,GoAir,Banglore,Delhi,170,0.0,No info,3898,6,1,2019
4341,Jet Airways,Delhi,Cochin,810,2.0,No info,9483,4,9,2019
4342,Air Asia,Banglore,Delhi,170,0.0,No info,4282,4,12,2019
4343,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6478,6,3,2019
4344,Jet Airways,Delhi,Cochin,1995,2.0,No info,16809,3,6,2019
4345,Jet Airways,Delhi,Cochin,1390,2.0,No info,16704,5,9,2019
4346,GoAir,Banglore,Delhi,175,0.0,No info,3898,24,6,2019
4347,Jet Airways,Banglore,New Delhi,390,1.0,No info,11297,3,12,2019
4348,IndiGo,Kolkata,Banglore,150,0.0,No info,5224,27,5,2019
4349,IndiGo,Banglore,Delhi,175,0.0,No info,4823,4,6,2019
4350,IndiGo,Delhi,Cochin,645,1.0,No info,14871,3,3,2019
4351,Air India,Delhi,Cochin,1420,1.0,No info,7480,27,6,2019
4352,IndiGo,Kolkata,Banglore,155,0.0,No info,5224,5,3,2019
4353,Multiple carriers,Delhi,Cochin,540,1.0,In-flight meal not included,6093,24,4,2019
4354,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754,27,6,2019
4355,IndiGo,Mumbai,Hyderabad,95,0.0,No info,2227,6,1,2019
4356,Jet Airways,Kolkata,Banglore,705,1.0,No info,14781,5,6,2019
4357,GoAir,Banglore,Delhi,175,0.0,No info,3898,5,1,2019
4358,Vistara,Kolkata,Banglore,930,1.0,No info,9397,24,5,2019
4359,Vistara,Kolkata,Banglore,1655,1.0,No info,8452,6,12,2019
4360,IndiGo,Banglore,Delhi,170,0.0,No info,4591,4,3,2019
4361,IndiGo,Kolkata,Banglore,315,1.0,No info,5930,4,1,2019
4362,Air India,Kolkata,Banglore,875,2.0,No info,10991,5,6,2019
4363,SpiceJet,Kolkata,Banglore,160,0.0,No info,4622,3,3,2019
4364,Jet Airways,Delhi,Cochin,450,1.0,No info,14714,6,6,2019
4365,IndiGo,Banglore,Delhi,170,0.0,No info,4823,18,6,2019
4366,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,2228,18,3,2019
4367,Jet Airways,Kolkata,Banglore,395,1.0,In-flight meal not included,10703,5,6,2019
4368,Vistara,Banglore,Delhi,155,0.0,No info,5613,5,3,2019
4369,Jet Airways,Kolkata,Banglore,700,1.0,No info,13759,24,3,2019
4370,IndiGo,Banglore,Delhi,170,0.0,No info,3943,6,12,2019
4371,IndiGo,Banglore,New Delhi,165,0.0,No info,4944,21,3,2019
4372,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,10262,24,6,2019
4373,SpiceJet,Kolkata,Banglore,435,1.0,No info,8479,6,6,2019
4374,IndiGo,Delhi,Cochin,515,1.0,No info,7514,6,3,2019
4375,Air India,Delhi,Cochin,180,0.0,No info,6934,5,6,2019
4376,Jet Airways,Kolkata,Banglore,1025,1.0,In-flight meal not included,9663,5,12,2019
4377,Multiple carriers,Delhi,Cochin,660,1.0,In-flight meal not included,8085,21,3,2019
4378,Vistara,Delhi,Cochin,190,0.0,No info,7266,3,9,2019
4379,IndiGo,Delhi,Cochin,320,1.0,No info,6493,6,3,2019
4380,Jet Airways,Delhi,Cochin,540,1.0,No info,14714,27,6,2019
4381,Multiple carriers,Delhi,Cochin,390,1.0,No info,7485,21,5,2019
4382,Jet Airways,Delhi,Cochin,925,1.0,In-flight meal not included,10262,6,6,2019
4383,Vistara,Banglore,New Delhi,165,0.0,No info,4878,21,3,2019
4384,Multiple carriers,Delhi,Cochin,390,1.0,No info,7198,6,12,2019
4385,Jet Airways,Banglore,New Delhi,965,1.0,No info,17261,3,6,2019
4386,Jet Airways,Kolkata,Banglore,735,1.0,No info,13044,6,12,2019
4387,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262,27,6,2019
4388,Multiple carriers,Delhi,Cochin,755,1.0,No info,8614,15,6,2019
4389,Jet Airways,Delhi,Cochin,1665,1.0,No info,12032,27,3,2019
4390,Jet Airways,Banglore,New Delhi,375,1.0,No info,12284,18,3,2019
4391,GoAir,Banglore,Delhi,175,0.0,No info,3419,27,5,2019
4392,IndiGo,Delhi,Cochin,370,1.0,No info,6528,21,3,2019
4393,Vistara,Banglore,New Delhi,160,0.0,No info,5403,24,3,2019
4394,Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,9732,27,5,2019
4395,IndiGo,Delhi,Cochin,320,1.0,No info,5761,15,4,2019
4396,Air India,Kolkata,Banglore,1345,2.0,No info,12009,6,6,2019
4397,Jet Airways,Kolkata,Banglore,1590,1.0,In-flight meal not included,8586,18,5,2019
4398,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6144,24,5,2019
4399,SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,3257,24,5,2019
4400,Multiple carriers,Delhi,Cochin,465,1.0,No info,9021,5,9,2019
4401,Jet Airways,Delhi,Cochin,1505,1.0,In-flight meal not included,10262,6,3,2019
4402,Air India,Mumbai,Hyderabad,560,2.0,No info,13757,3,6,2019
4403,IndiGo,Delhi,Cochin,185,0.0,No info,5895,15,3,2019
4404,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663,21,5,2019
4405,Air India,Delhi,Cochin,1535,1.0,No info,6587,5,9,2019
4406,SpiceJet,Banglore,Delhi,160,0.0,No info,3311,5,6,2019
4407,SpiceJet,Delhi,Cochin,315,1.0,No info,6297,18,5,2019
4408,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844,5,12,2019
4409,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,27,5,2019
4410,Air India,Banglore,Delhi,170,0.0,No info,6961,6,3,2019
4411,SpiceJet,Chennai,Kolkata,135,0.0,No info,3384,27,3,2019
4412,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,13029,5,9,2019
4413,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3859,5,6,2019
4414,Air India,Delhi,Cochin,1470,2.0,No info,11732,6,12,2019
4415,Multiple carriers,Delhi,Cochin,615,1.0,No info,12524,6,6,2019
4416,Jet Airways,Banglore,New Delhi,325,1.0,No info,12284,18,3,2019
4417,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,10262,15,6,2019
4418,Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,13344,24,6,2019
4419,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,18,4,2019
4420,Air India,Kolkata,Banglore,1385,2.0,No info,14960,6,12,2019
4421,Air India,Delhi,Cochin,1490,2.0,No info,13381,6,12,2019
4422,Multiple carriers,Delhi,Cochin,765,1.0,No info,15147,3,6,2019
4423,Jet Airways,Kolkata,Banglore,1330,1.0,In-flight meal not included,8586,5,6,2019
4424,IndiGo,Delhi,Cochin,490,1.0,No info,7054,5,6,2019
4425,Air Asia,Kolkata,Banglore,150,0.0,No info,4082,18,3,2019
4426,Jet Airways,Delhi,Cochin,560,2.0,In-flight meal not included,13029,21,5,2019
4427,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,7064,4,1,2019
